Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
2,67,12.0,6.0,3.0,54.0,5.0,2314.0,86.0,255.0,0.0,5.0
2,70,1.0,1.0,4.0,312.0,9.0,150.0,18.0,16.0,0.0,5.0
2,71,8.0,2.0,1.0,205.0,16.0,304.0,18.0,31.0,0.0,4.0
2,72,1.0,294.0,7.0,217.0,40.0,933.0,118.0,96.0,0.0,4.0
2,73,0.0,2.0,4.0,87.0,10.0,239.0,1381.0,0.0,0.0,4.0
2,74,6.0,6.0,1.0,104.0,10.0,387.0,307.0,73.0,0.0,2.0
2,76,1.0,1.0,1.0,73.0,11.0,146.0,22.0,52.0,0.0,3.0
2,78,1.0,1.0,2.0,125.0,20.0,130.0,46.0,64.0,0.0,2.0
2,79,1.0,82.0,2.0,161.0,7.0,201.0,13.0,51.0,0.0,4.0
2,80,145.0,2.0,116.0,204.0,17.0,280.0,28.0,238.0,0.0,3.0
2,81,1.0,1.0,7.0,88.0,4.0,256.0,127.0,17.0,0.0,4.0
2,82,1.0,1.0,5.0,71.0,2.0,141.0,108.0,81.0,0.0,2.0
2,83,7.0,4.0,79.0,79.0,1.0,348.0,28.0,0.0,0.0,3.0
2,84,0.0,1.0,533.0,399.0,15.0,182.0,15.0,0.0,0.0,2.0
2,85,2.0,2.0,19.0,391.0,30.0,142.0,26.0,90.0,0.0,5.0
2,86,40.0,1.0,8.0,244.0,10.0,94.0,89.0,28.0,0.0,4.0
2,87,98.0,16.0,4.0,187.0,3.0,135.0,67.0,75.0,0.0,3.0
2,88,1.0,1.0,9.0,101.0,10.0,1184.0,75.0,39.0,0.0,4.0
2,90,2.0,201.0,16.0,117.0,5.0,135.0,142.0,27.0,0.0,3.0
2,91,4.0,2.0,2.0,167.0,4.0,298.0,184.0,29.0,0.0,5.0
2,92,2.0,15.0,1.0,802.0,56.0,441.0,24.0,259.0,0.0,2.0
2,93,14.0,75.0,475.0,290.0,3.0,162.0,112.0,62.0,0.0,3.0
2,94,2.0,3.0,14.0,193.0,4.0,539.0,62.0,36.0,0.0,5.0
2,95,2.0,1.0,1.0,68.0,25.0,298.0,153.0,18.0,0.0,3.0
2,96,1.0,2.0,2.0,109.0,25.0,184.0,36.0,45.0,0.0,4.0
2,97,105.0,1.0,1.0,188.0,29.0,174.0,52.0,103.0,0.0,3.0
2,98,0.0,475.0,15.0,13.0,2.0,169.0,11.0,0.0,0.0,3.0
2,99,1.0,1.0,1.0,105.0,32.0,165.0,18.0,34.0,0.0,2.0
2,100,43.0,2.0,3.0,247.0,45.0,391.0,224.0,95.0,0.0,3.0
2,101,2.0,4.0,52.0,82.0,4.0,254.0,152.0,113.0,0.0,4.0
2,102,4.0,225.0,11.0,77.0,0.0,244.0,80.0,34.0,0.0,4.0
2,103,15.0,36.0,5.0,347.0,35.0,172.0,44.0,61.0,0.0,2.0
2,104,1.0,44.0,8.0,346.0,23.0,196.0,59.0,46.0,0.0,5.0
2,107,3.0,8.0,1.0,413.0,14.0,707.0,435.0,319.0,0.0,0.0
3,2,0.0,0.0,0.0,241.0,36.0,241.0,72.0,41.0,0.0,4.0
3,3,0.0,0.0,0.0,720.0,4.0,325.0,123.0,62.0,0.0,4.0
3,4,0.0,0.0,0.0,1160.0,3.0,694.0,347.0,83.0,1.0,5.0
3,5,0.0,0.0,0.0,704.0,27.0,257.0,104.0,132.0,0.0,5.0
3,6,0.0,0.0,0.0,552.0,7.0,351.0,176.0,36.0,0.0,4.0
3,7,0.0,0.0,0.0,762.0,21.0,407.0,138.0,112.0,0.0,5.0
3,8,0.0,0.0,0.0,245.0,29.0,229.0,134.0,61.0,0.0,4.0
3,9,0.0,0.0,0.0,969.0,1.0,95.0,16.0,17.0,0.0,4.0
3,10,0.0,0.0,0.0,459.0,32.0,323.0,147.0,97.0,0.0,5.0
3,11,0.0,0.0,0.0,216.0,8.0,299.0,332.0,68.0,0.0,2.0
3,12,0.0,0.0,0.0,1362.0,41.0,756.0,394.0,151.0,0.0,4.0
3,14,0.0,0.0,0.0,811.0,10.0,604.0,98.0,39.0,0.0,5.0
3,15,0.0,0.0,0.0,566.0,22.0,615.0,157.0,35.0,0.0,5.0
3,16,0.0,0.0,0.0,288.0,15.0,553.0,77.0,56.0,0.0,3.0
3,17,0.0,0.0,0.0,421.0,19.0,304.0,234.0,85.0,0.0,4.0
3,18,0.0,0.0,0.0,541.0,26.0,410.0,98.0,58.0,0.0,5.0
3,19,0.0,0.0,0.0,620.0,36.0,1127.0,19.0,0.0,0.0,2.0
3,20,6.0,0.0,0.0,695.0,15.0,640.0,219.0,68.0,0.0,4.0
3,23,0.0,0.0,0.0,42.0,0.0,316.0,12.0,329.0,0.0,2.0
3,24,0.0,0.0,0.0,334.0,18.0,555.0,368.0,446.0,0.0,2.0
3,25,0.0,0.0,0.0,64.0,5.0,127.0,321.0,11.0,0.0,2.0
3,27,0.0,0.0,0.0,546.0,24.0,3935.0,35.0,15.0,0.0,4.0
3,28,0.0,0.0,0.0,1067.0,3.0,224.0,35.0,190.0,0.0,5.0
3,29,0.0,0.0,0.0,614.0,5.0,509.0,37.0,5.0,0.0,4.0
3,30,0.0,0.0,0.0,106.0,18.0,789.0,47.0,1554.0,0.0,2.0
3,31,0.0,0.0,0.0,47.0,5.0,290.0,60.0,24.0,0.0,1.0
3,32,0.0,0.0,0.0,630.0,12.0,263.0,44.0,71.0,0.0,5.0
3,34,0.0,0.0,0.0,92.0,8.0,216.0,315.0,89.0,0.0,4.0
3,35,0.0,0.0,0.0,43.0,2.0,163.0,187.0,27.0,0.0,1.0
3,36,0.0,0.0,0.0,1251.0,20.0,141.0,21.0,55.0,0.0,5.0
3,38,0.0,0.0,0.0,304.0,9.0,394.0,67.0,161.0,0.0,3.0
3,39,0.0,0.0,0.0,169.0,24.0,1687.0,129.0,30.0,0.0,1.0
3,41,0.0,0.0,0.0,848.0,13.0,528.0,52.0,104.0,0.0,5.0
3,42,0.0,0.0,0.0,197.0,36.0,130.0,150.0,110.0,0.0,3.0
3,43,0.0,0.0,0.0,332.0,23.0,417.0,43.0,142.0,0.0,3.0
3,44,0.0,0.0,0.0,498.0,5.0,144.0,53.0,105.0,0.0,5.0
3,45,0.0,0.0,0.0,6.0,0.0,76.0,22.0,32.0,0.0,1.0
3,47,0.0,0.0,0.0,173.0,5.0,575.0,185.0,51.0,0.0,2.0
3,48,0.0,0.0,0.0,249.0,1.0,1022.0,123.0,141.0,0.0,3.0
3,49,0.0,0.0,0.0,572.0,29.0,671.0,341.0,68.0,0.0,3.0
3,50,0.0,0.0,0.0,199.0,53.0,731.0,90.0,277.0,0.0,2.0
3,51,0.0,0.0,0.0,140.0,21.0,604.0,63.0,168.0,0.0,1.0
3,52,0.0,0.0,0.0,767.0,17.0,378.0,136.0,173.0,0.0,5.0
3,53,0.0,0.0,0.0,412.0,15.0,202.0,365.0,4.0,0.0,4.0
3,54,0.0,0.0,0.0,169.0,8.0,110.0,91.0,134.0,0.0,4.0
3,55,0.0,0.0,0.0,694.0,3.0,185.0,88.0,11.0,0.0,4.0
3,56,0.0,0.0,0.0,284.0,16.0,427.0,500.0,85.0,0.0,4.0
3,59,0.0,0.0,0.0,93.0,10.0,604.0,101.0,147.0,0.0,2.0
3,61,0.0,0.0,0.0,85.0,7.0,1510.0,416.0,265.0,1.0,1.0
3,63,0.0,1.0,0.0,158.0,12.0,328.0,113.0,130.0,0.0,2.0
3,66,0.0,0.0,0.0,592.0,15.0,1798.0,494.0,127.0,0.0,2.0
3,67,0.0,0.0,0.0,606.0,8.0,2374.0,90.0,305.0,0.0,5.0
3,68,0.0,1.0,0.0,114.0,7.0,64.0,71.0,43.0,0.0,4.0
3,69,0.0,0.0,0.0,20.0,1.0,655.0,36.0,336.0,0.0,1.0
3,70,0.0,0.0,0.0,799.0,10.0,258.0,76.0,16.0,0.0,5.0
3,72,0.0,0.0,0.0,248.0,42.0,1045.0,147.0,168.0,0.0,4.0
3,73,0.0,0.0,0.0,407.0,21.0,365.0,2211.0,0.0,0.0,4.0
3,74,0.0,0.0,0.0,151.0,10.0,608.0,383.0,97.0,0.0,2.0
3,75,0.0,0.0,0.0,653.0,3.0,244.0,18.0,7.0,0.0,5.0
3,76,0.0,0.0,0.0,493.0,14.0,422.0,48.0,76.0,0.0,5.0
3,78,0.0,0.0,0.0,201.0,21.0,312.0,68.0,84.0,0.0,4.0
3,79,0.0,0.0,0.0,1129.0,15.0,261.0,25.0,66.0,0.0,4.0
3,80,0.0,0.0,0.0,260.0,22.0,3935.0,43.0,354.0,0.0,1.0
3,81,0.0,0.0,0.0,591.0,5.0,366.0,158.0,35.0,0.0,5.0
3,82,0.0,0.0,0.0,124.0,6.0,763.0,131.0,122.0,0.0,3.0
3,83,0.0,0.0,0.0,159.0,11.0,549.0,57.0,19.0,0.0,3.0
3,84,0.0,0.0,0.0,436.0,18.0,594.0,23.0,0.0,0.0,0.0
3,85,0.0,0.0,0.0,1012.0,37.0,372.0,62.0,149.0,0.0,5.0
3,86,0.0,0.0,0.0,802.0,14.0,188.0,106.0,48.0,0.0,5.0
3,87,0.0,0.0,0.0,740.0,5.0,204.0,75.0,110.0,0.0,4.0
3,88,0.0,0.0,0.0,211.0,18.0,1344.0,131.0,44.0,0.0,4.0
3,89,0.0,0.0,0.0,128.0,29.0,3047.0,5.0,0.0,0.0,2.0
3,90,0.0,0.0,0.0,149.0,7.0,230.0,245.0,34.0,0.0,3.0
3,91,0.0,0.0,0.0,752.0,6.0,402.0,222.0,43.0,0.0,5.0
3,92,0.0,0.0,0.0,833.0,66.0,546.0,52.0,276.0,0.0,3.0
3,93,0.0,0.0,0.0,588.0,4.0,359.0,133.0,71.0,0.0,5.0
3,94,0.0,0.0,0.0,1002.0,6.0,607.0,118.0,42.0,0.0,5.0
3,95,0.0,0.0,0.0,236.0,39.0,371.0,163.0,30.0,0.0,4.0
3,97,0.0,0.0,0.0,313.0,45.0,237.0,68.0,121.0,0.0,4.0
3,98,0.0,0.0,0.0,794.0,5.0,548.0,16.0,0.0,0.0,5.0
3,99,0.0,0.0,0.0,333.0,35.0,416.0,33.0,51.0,0.0,3.0
3,100,0.0,0.0,0.0,339.0,49.0,1083.0,264.0,121.0,0.0,2.0
3,101,0.0,0.0,0.0,106.0,6.0,332.0,216.0,145.0,0.0,2.0
3,102,0.0,0.0,0.0,433.0,0.0,306.0,110.0,48.0,0.0,5.0
3,105,0.0,0.0,0.0,0.0,0.0,190.0,6.0,13.0,0.0,1.0
3,106,0.0,0.0,0.0,489.0,1.0,371.0,46.0,12.0,0.0,4.0
3,107,0.0,0.0,0.0,451.0,16.0,2180.0,664.0,546.0,0.0,1.0
4,1,1.0,3.0,14.0,2637.0,283.0,279.0,85.0,20.0,0.0,4.0
4,2,3.0,1.0,7.0,1176.0,256.0,411.0,85.0,61.0,0.0,4.0
4,3,89.0,1.0,22.0,3325.0,381.0,394.0,143.0,67.0,0.0,4.0
4,4,35.0,1.0,49.0,2329.0,350.0,930.0,388.0,210.0,1.0,5.0
4,5,0.0,28.0,8.0,1488.0,186.0,437.0,109.0,132.0,0.0,5.0
4,6,97.0,1.0,17.0,1948.0,347.0,540.0,337.0,301.0,0.0,4.0
4,7,15.0,2.0,8.0,1710.0,124.0,468.0,139.0,2079.0,0.0,4.0
4,8,20.0,4.0,2.0,1181.0,586.0,305.0,175.0,98.0,0.0,4.0
4,9,7.0,2.0,9.0,1398.0,255.0,183.0,238.0,57.0,0.0,4.0
4,10,28.0,7.0,26.0,2151.0,454.0,497.0,201.0,138.0,0.0,4.0
4,11,2.0,1.0,6.0,1041.0,197.0,594.0,340.0,71.0,0.0,5.0
4,12,22.0,5.0,47.0,2447.0,639.0,820.0,421.0,161.0,0.0,4.0
4,13,57.0,2.0,1.0,1817.0,193.0,26.0,146.0,40.0,0.0,5.0
4,14,34.0,2.0,22.0,2218.0,542.0,809.0,105.0,69.0,0.0,5.0
4,15,10.0,1.0,7.0,1583.0,155.0,926.0,292.0,231.0,0.0,5.0
4,16,11.0,2.0,23.0,1255.0,334.0,891.0,86.0,86.0,0.0,5.0
4,17,6.0,1.0,2.0,1484.0,607.0,659.0,244.0,239.0,0.0,5.0
4,18,1.0,1.0,3.0,981.0,774.0,582.0,188.0,86.0,0.0,4.0
4,19,0.0,39.0,222.0,1879.0,239.0,1402.0,24.0,0.0,0.0,4.0
4,20,1.0,1.0,5.0,1940.0,258.0,1114.0,253.0,68.0,0.0,4.0
4,21,35.0,1.0,5.0,1347.0,99.0,449.0,67.0,195.0,0.0,4.0
4,22,13.0,24.0,2.0,1412.0,132.0,419.0,59.0,25.0,0.0,4.0
4,23,16.0,4.0,3.0,332.0,25.0,726.0,79.0,1024.0,0.0,4.0
4,24,1.0,2.0,48.0,931.0,292.0,850.0,406.0,458.0,0.0,4.0
4,25,10.0,6.0,1.0,1806.0,248.0,257.0,361.0,95.0,0.0,4.0
4,26,0.0,2.0,0.0,735.0,287.0,203.0,1814.0,0.0,0.0,4.0
4,27,1.0,1.0,61.0,1520.0,148.0,3970.0,52.0,15.0,0.0,4.0
4,28,1.0,1.0,17.0,2305.0,231.0,431.0,150.0,222.0,0.0,5.0
4,29,1.0,2.0,7.0,2198.0,294.0,587.0,44.0,64.0,0.0,5.0
4,30,0.0,3.0,19.0,1963.0,455.0,1061.0,50.0,1554.0,4.0,4.0
4,31,28.0,2.0,1.0,1169.0,102.0,414.0,165.0,80.0,0.0,4.0
4,32,1.0,1.0,60.0,2423.0,247.0,330.0,55.0,140.0,0.0,5.0
4,33,74.0,9.0,5.0,2533.0,145.0,167.0,8.0,18.0,0.0,4.0
4,34,1.0,329.0,9.0,1551.0,525.0,366.0,322.0,219.0,0.0,5.0
4,35,7.0,1.0,9.0,1429.0,421.0,343.0,253.0,189.0,0.0,4.0
4,36,0.0,11.0,21.0,2667.0,325.0,412.0,22.0,55.0,0.0,5.0
4,37,2.0,2.0,780.0,1042.0,153.0,89.0,139.0,29.0,0.0,4.0
4,38,59.0,7.0,4.0,463.0,27.0,493.0,97.0,231.0,0.0,4.0
4,39,2.0,1.0,116.0,1877.0,446.0,1797.0,197.0,100.0,1.0,4.0
4,40,3.0,3.0,5.0,927.0,41.0,111.0,19.0,136.0,0.0,3.0
4,41,27.0,1.0,3.0,2639.0,318.0,635.0,70.0,115.0,0.0,5.0
4,42,2.0,1.0,2.0,2286.0,363.0,1382.0,333.0,208.0,0.0,4.0
4,43,5.0,1.0,2.0,2407.0,154.0,619.0,55.0,184.0,0.0,4.0
4,44,15.0,1.0,44.0,1734.0,180.0,214.0,79.0,105.0,0.0,4.0
4,45,5.0,26.0,11.0,1095.0,97.0,391.0,61.0,258.0,0.0,4.0
4,46,2.0,10.0,1.0,2151.0,269.0,318.0,35.0,240.0,0.0,4.0
4,47,1.0,11.0,44.0,1194.0,253.0,963.0,203.0,342.0,0.0,4.0
4,48,16.0,59.0,10.0,1507.0,134.0,1050.0,160.0,141.0,0.0,4.0
4,49,5.0,3.0,3.0,1925.0,173.0,744.0,348.0,86.0,0.0,4.0
4,50,1.0,1.0,4.0,3423.0,239.0,1032.0,115.0,571.0,0.0,4.0
4,51,18.0,1.0,1.0,1207.0,1068.0,745.0,84.0,172.0,0.0,4.0
4,52,4.0,8.0,45.0,1866.0,263.0,471.0,201.0,264.0,0.0,5.0
4,53,92.0,1.0,1.0,2354.0,381.0,233.0,520.0,4.0,0.0,4.0
4,54,2.0,1.0,4.0,860.0,285.0,313.0,142.0,181.0,0.0,4.0
4,55,5.0,2.0,7.0,1540.0,725.0,339.0,1246.0,60.0,0.0,4.0
4,56,5.0,2.0,3.0,1491.0,240.0,813.0,701.0,86.0,0.0,4.0
4,57,0.0,1.0,12.0,1454.0,387.0,436.0,13.0,0.0,0.0,4.0
4,58,0.0,1.0,1.0,1501.0,634.0,162.0,29.0,0.0,0.0,4.0
4,59,1.0,2.0,80.0,1869.0,204.0,809.0,216.0,147.0,0.0,4.0
4,60,1.0,1.0,1.0,1933.0,407.0,274.0,20.0,267.0,0.0,4.0
4,61,23.0,1.0,3.0,1002.0,214.0,1701.0,457.0,362.0,1.0,4.0
4,62,27.0,2.0,2.0,1023.0,114.0,171.0,10.0,0.0,0.0,4.0
4,63,3.0,3.0,14.0,2263.0,397.0,364.0,297.0,198.0,0.0,5.0
4,64,73.0,3.0,1.0,817.0,326.0,373.0,103.0,134.0,0.0,4.0
4,65,17.0,2.0,6.0,1611.0,425.0,581.0,50.0,29.0,0.0,4.0
4,66,1.0,2.0,37.0,708.0,44.0,1889.0,536.0,150.0,0.0,4.0
4,67,74.0,6.0,2.0,2555.0,248.0,2479.0,95.0,319.0,0.0,4.0
4,68,1.0,2.0,47.0,1415.0,231.0,177.0,170.0,85.0,0.0,5.0
4,69,3.0,2.0,23.0,2005.0,296.0,959.0,343.0,504.0,0.0,4.0
4,70,2.0,2.0,28.0,2220.0,444.0,297.0,76.0,37.0,0.0,5.0
4,71,8.0,1.0,6.0,885.0,104.0,551.0,48.0,55.0,0.0,5.0
4,72,1.0,1.0,2.0,2444.0,358.0,1249.0,289.0,223.0,0.0,4.0
4,73,0.0,1.0,2.0,2688.0,392.0,474.0,2714.0,0.0,0.0,4.0
4,74,10.0,5.0,3.0,1314.0,685.0,709.0,673.0,134.0,0.0,5.0
4,75,1.0,3.0,8.0,1511.0,210.0,519.0,36.0,71.0,0.0,5.0
4,76,4.0,2.0,1.0,2285.0,282.0,1140.0,104.0,208.0,0.0,4.0
4,77,0.0,729.0,14.0,1403.0,328.0,383.0,97.0,0.0,0.0,4.0
4,78,20.0,1.0,1.0,1980.0,278.0,402.0,78.0,101.0,0.0,5.0
4,79,1.0,1.0,8.0,2602.0,189.0,367.0,37.0,99.0,0.0,4.0
4,80,2.0,105.0,2.0,1459.0,204.0,4249.0,52.0,386.0,0.0,5.0
4,81,50.0,39.0,8.0,1351.0,180.0,429.0,164.0,75.0,0.0,5.0
4,82,7.0,15.0,1.0,1193.0,177.0,1103.0,157.0,158.0,0.0,4.0
4,83,1.0,2.0,54.0,1753.0,153.0,652.0,88.0,33.0,0.0,4.0
4,84,102.0,8.0,14.0,2744.0,385.0,812.0,35.0,68.0,0.0,4.0
4,85,4.0,7.0,7.0,2876.0,314.0,558.0,67.0,150.0,0.0,5.0
4,86,0.0,1.0,128.0,3187.0,300.0,240.0,112.0,48.0,0.0,5.0
4,87,37.0,2.0,1.0,3271.0,309.0,440.0,107.0,130.0,0.0,4.0
4,88,5.0,1.0,194.0,1521.0,286.0,1418.0,363.0,71.0,0.0,5.0
4,89,0.0,2.0,88.0,3473.0,1159.0,3920.0,17.0,2.0,0.0,4.0
4,90,3.0,3.0,4.0,398.0,65.0,580.0,347.0,34.0,0.0,4.0
4,91,39.0,2.0,1.0,2031.0,160.0,612.0,348.0,43.0,0.0,5.0
4,92,1.0,4.0,1.0,2749.0,308.0,631.0,57.0,277.0,0.0,4.0
4,93,10.0,1.0,31.0,1758.0,202.0,399.0,185.0,626.0,0.0,4.0
4,94,120.0,1.0,13.0,2465.0,204.0,907.0,126.0,71.0,0.0,5.0
4,95,1.0,2.0,1.0,1505.0,364.0,422.0,173.0,46.0,0.0,5.0
4,96,1.0,1.0,3.0,2006.0,259.0,273.0,49.0,115.0,0.0,5.0
4,97,1.0,1.0,5.0,1663.0,337.0,787.0,94.0,225.0,0.0,4.0
4,98,24.0,2.0,1.0,2423.0,331.0,603.0,16.0,0.0,2.0,5.0
4,99,45.0,1.0,3.0,2344.0,191.0,728.0,47.0,92.0,0.0,4.0
5,1,6.0,3.0,48.0,3719.0,358.0,323.0,94.0,38.0,0.0,5.0
5,2,4.0,1.0,124.0,1722.0,258.0,520.0,111.0,64.0,0.0,5.0
5,3,3.0,1.0,119.0,3594.0,384.0,548.0,191.0,79.0,0.0,5.0
5,4,8.0,85.0,151.0,2837.0,357.0,1328.0,540.0,273.0,1.0,4.0
5,5,1.0,1.0,66.0,2135.0,250.0,512.0,136.0,132.0,0.0,5.0
5,6,1.0,1.0,8.0,2536.0,368.0,855.0,760.0,429.0,0.0,4.0
5,7,1.0,3.0,110.0,1955.0,124.0,739.0,154.0,2167.0,0.0,5.0
5,8,5.0,3.0,1.0,1602.0,590.0,322.0,189.0,157.0,0.0,4.0
5,9,7.0,96.0,141.0,2178.0,261.0,561.0,376.0,85.0,0.0,5.0
5,10,3.0,26.0,9.0,2870.0,505.0,586.0,306.0,146.0,0.0,5.0
5,11,4.0,1.0,5.0,1666.0,197.0,739.0,354.0,165.0,0.0,5.0
5,12,4.0,133.0,112.0,2828.0,642.0,889.0,548.0,181.0,0.0,5.0
5,13,53.0,7.0,1.0,3300.0,227.0,48.0,173.0,47.0,0.0,5.0
5,14,9.0,48.0,18.0,2682.0,549.0,921.0,106.0,69.0,0.0,5.0
5,15,36.0,1.0,7.0,1744.0,163.0,1151.0,528.0,270.0,0.0,5.0
5,16,43.0,1.0,2.0,1680.0,346.0,1103.0,97.0,92.0,0.0,5.0
5,17,63.0,2.0,73.0,2861.0,615.0,777.0,406.0,264.0,0.0,5.0
5,18,8.0,1.0,3.0,1268.0,777.0,649.0,396.0,108.0,0.0,5.0
5,19,0.0,1.0,57.0,3377.0,280.0,1541.0,31.0,0.0,0.0,5.0
5,20,64.0,2.0,7.0,3138.0,321.0,1357.0,278.0,71.0,0.0,4.0
5,22,5.0,59.0,68.0,2619.0,140.0,513.0,102.0,72.0,0.0,5.0
5,23,3.0,6.0,3.0,949.0,37.0,1000.0,137.0,1087.0,0.0,4.0
5,24,1.0,2.0,3.0,1237.0,310.0,1020.0,469.0,471.0,0.0,4.0
5,27,13.0,1.0,91.0,2523.0,161.0,4130.0,99.0,65.0,0.0,5.0
5,28,13.0,1.0,1.0,2546.0,233.0,500.0,175.0,236.0,0.0,5.0
5,29,1.0,1.0,31.0,3194.0,304.0,700.0,67.0,100.0,0.0,5.0
5,30,6.0,3.0,212.0,2433.0,463.0,1601.0,59.0,2076.0,4.0,5.0
5,31,2.0,17.0,1.0,1703.0,120.0,447.0,208.0,102.0,0.0,4.0
5,32,1.0,37.0,14.0,4018.0,248.0,517.0,103.0,148.0,0.0,5.0
5,34,2.0,3.0,599.0,2054.0,537.0,379.0,330.0,233.0,0.0,4.0
5,35,10.0,1.0,133.0,1827.0,431.0,424.0,280.0,211.0,0.0,4.0
5,36,5.0,2.0,68.0,3376.0,333.0,466.0,25.0,56.0,0.0,5.0
5,37,2.0,10.0,150.0,1426.0,306.0,252.0,350.0,49.0,0.0,4.0
5,38,11.0,6.0,7.0,747.0,29.0,954.0,151.0,392.0,0.0,4.0
5,39,5.0,4.0,307.0,3367.0,461.0,1916.0,257.0,114.0,1.0,4.0
5,40,27.0,1.0,3.0,1589.0,47.0,423.0,53.0,224.0,0.0,3.0
5,41,51.0,3.0,1.0,2950.0,319.0,846.0,162.0,160.0,0.0,5.0
5,42,1.0,3.0,3.0,4445.0,379.0,1424.0,352.0,237.0,0.0,5.0
5,44,27.0,13.0,109.0,3781.0,188.0,303.0,87.0,124.0,0.0,5.0
5,45,2.0,2.0,1.0,1915.0,115.0,631.0,103.0,353.0,0.0,3.0
5,47,145.0,1.0,2.0,2019.0,276.0,4889.0,208.0,394.0,4.0,3.0
5,48,1.0,2.0,156.0,1985.0,139.0,1337.0,267.0,141.0,0.0,5.0
5,49,1.0,1.0,89.0,2331.0,173.0,1039.0,417.0,167.0,0.0,4.0
