Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
4,42,2.0,1.0,2.0,2286.0,363.0,1382.0,333.0,208.0,0.0,4.0
4,43,5.0,1.0,2.0,2407.0,154.0,619.0,55.0,184.0,0.0,4.5
4,44,15.0,1.0,44.0,1734.0,180.0,214.0,79.0,105.0,0.0,4.5
4,45,5.0,26.0,11.0,1095.0,97.0,391.0,61.0,258.0,0.0,4.5
4,46,2.0,10.0,1.0,2151.0,269.0,318.0,35.0,240.0,0.0,4.0
4,47,1.0,11.0,44.0,1194.0,253.0,963.0,203.0,342.0,0.0,4.0
4,48,16.0,59.0,10.0,1507.0,134.0,1050.0,160.0,141.0,0.0,4.5
4,49,5.0,3.0,3.0,1925.0,173.0,744.0,348.0,86.0,0.0,4.5
4,50,1.0,1.0,4.0,3423.0,239.0,1032.0,115.0,571.0,0.0,4.0
4,51,18.0,1.0,1.0,1207.0,1068.0,745.0,84.0,172.0,0.0,4.0
4,52,4.0,8.0,45.0,1866.0,263.0,471.0,201.0,264.0,0.0,5.0
4,53,92.0,1.0,1.0,2354.0,381.0,233.0,520.0,4.0,0.0,4.5
4,54,2.0,1.0,4.0,860.0,285.0,313.0,142.0,181.0,0.0,4.5
4,55,5.0,2.0,7.0,1540.0,725.0,339.0,1246.0,60.0,0.0,4.5
4,56,5.0,2.0,3.0,1491.0,240.0,813.0,701.0,86.0,0.0,4.5
4,57,0.0,1.0,12.0,1454.0,387.0,436.0,13.0,0.0,0.0,4.5
4,58,0.0,1.0,1.0,1501.0,634.0,162.0,29.0,0.0,0.0,4.5
4,59,1.0,2.0,80.0,1869.0,204.0,809.0,216.0,147.0,0.0,4.0
4,60,1.0,1.0,1.0,1933.0,407.0,274.0,20.0,267.0,0.0,4.0
4,61,23.0,1.0,3.0,1002.0,214.0,1701.0,457.0,362.0,1.0,4.5
4,62,27.0,2.0,2.0,1023.0,114.0,171.0,10.0,0.0,0.0,4.0
4,63,3.0,3.0,14.0,2263.0,397.0,364.0,297.0,198.0,0.0,5.0
4,64,73.0,3.0,1.0,817.0,326.0,373.0,103.0,134.0,0.0,4.0
4,65,17.0,2.0,6.0,1611.0,425.0,581.0,50.0,29.0,0.0,4.0
4,66,1.0,2.0,37.0,708.0,44.0,1889.0,536.0,150.0,0.0,4.5
4,67,74.0,6.0,2.0,2555.0,248.0,2479.0,95.0,319.0,0.0,4.5
4,68,1.0,2.0,47.0,1415.0,231.0,177.0,170.0,85.0,0.0,5.0
4,69,3.0,2.0,23.0,2005.0,296.0,959.0,343.0,504.0,0.0,4.0
4,70,2.0,2.0,28.0,2220.0,444.0,297.0,76.0,37.0,0.0,5.0
4,71,8.0,1.0,6.0,885.0,104.0,551.0,48.0,55.0,0.0,5.0
4,72,1.0,1.0,2.0,2444.0,358.0,1249.0,289.0,223.0,0.0,4.0
4,73,0.0,1.0,2.0,2688.0,392.0,474.0,2714.0,0.0,0.0,4.0
4,74,10.0,5.0,3.0,1314.0,685.0,709.0,673.0,134.0,0.0,5.0
4,75,1.0,3.0,8.0,1511.0,210.0,519.0,36.0,71.0,0.0,5.0
4,76,4.0,2.0,1.0,2285.0,282.0,1140.0,104.0,208.0,0.0,4.0
4,77,0.0,729.0,14.0,1403.0,328.0,383.0,97.0,0.0,0.0,4.0
4,78,20.0,1.0,1.0,1980.0,278.0,402.0,78.0,101.0,0.0,5.0
4,79,1.0,1.0,8.0,2602.0,189.0,367.0,37.0,99.0,0.0,4.5
4,80,2.0,105.0,2.0,1459.0,204.0,4249.0,52.0,386.0,0.0,5.0
4,81,50.0,39.0,8.0,1351.0,180.0,429.0,164.0,75.0,0.0,5.0
4,82,7.0,15.0,1.0,1193.0,177.0,1103.0,157.0,158.0,0.0,4.0
4,83,1.0,2.0,54.0,1753.0,153.0,652.0,88.0,33.0,0.0,4.5
4,84,102.0,8.0,14.0,2744.0,385.0,812.0,35.0,68.0,0.0,4.5
4,85,4.0,7.0,7.0,2876.0,314.0,558.0,67.0,150.0,0.0,5.0
4,86,0.0,1.0,128.0,3187.0,300.0,240.0,112.0,48.0,0.0,5.0
4,87,37.0,2.0,1.0,3271.0,309.0,440.0,107.0,130.0,0.0,4.5
4,88,5.0,1.0,194.0,1521.0,286.0,1418.0,363.0,71.0,0.0,5.0
4,89,0.0,2.0,88.0,3473.0,1159.0,3920.0,17.0,2.0,0.0,3.5
4,90,3.0,3.0,4.0,398.0,65.0,580.0,347.0,34.0,0.0,4.5
4,91,39.0,2.0,1.0,2031.0,160.0,612.0,348.0,43.0,0.0,5.0
4,92,1.0,4.0,1.0,2749.0,308.0,631.0,57.0,277.0,0.0,4.5
4,93,10.0,1.0,31.0,1758.0,202.0,399.0,185.0,626.0,0.0,4.5
4,94,120.0,1.0,13.0,2465.0,204.0,907.0,126.0,71.0,0.0,5.0
4,95,1.0,2.0,1.0,1505.0,364.0,422.0,173.0,46.0,0.0,5.0
4,96,1.0,1.0,3.0,2006.0,259.0,273.0,49.0,115.0,0.0,5.0
4,97,1.0,1.0,5.0,1663.0,337.0,787.0,94.0,225.0,0.0,4.5
4,98,24.0,2.0,1.0,2423.0,331.0,603.0,16.0,0.0,2.0,5.0
4,99,45.0,1.0,3.0,2344.0,191.0,728.0,47.0,92.0,0.0,4.0
