Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
2,63,1.0,8.833,16.0,8.642999999999999,1.5,7.31,2.552,4.083,0.0,3.5
2,66,2.0,1.0,33.0,7.865,1.167,5.441,10.636,3.375,0.0,0.0
2,67,12.0,6.0,3.0,2.571,1.25,14.833,6.143,8.5,0.0,5.5
2,70,1.0,1.0,4.0,13.565,1.8,3.846,6.0,3.2,0.0,5.5
2,71,8.0,2.0,1.0,11.389000000000001,1.455,4.825,2.0,2.583,0.0,5.0
2,72,1.0,294.0,7.0,11.421,2.222,5.981,4.2139999999999995,3.556,0.0,4.5
2,73,0.0,2.0,4.0,3.625,1.6669999999999998,5.432,24.660999999999998,0.0,0.0,4.5
2,74,6.0,6.0,1.0,3.714,1.111,5.529,4.205,2.92,0.0,3.0
2,76,1.0,1.0,1.0,5.2139999999999995,1.375,4.056,2.0,3.467,0.0,4.0
2,78,1.0,1.0,2.0,5.952000000000001,2.222,3.9389999999999996,2.421,3.3680000000000003,0.0,2.5
2,79,1.0,82.0,2.0,6.707999999999999,1.4,4.188,1.857,4.636,0.0,5.0
2,80,145.0,2.0,116.0,9.714,1.545,7.568,1.3330000000000002,47.6,0.0,3.5
2,81,1.0,1.0,7.0,5.867000000000001,1.3330000000000002,6.4,14.110999999999999,1.545,0.0,5.0
2,82,1.0,1.0,5.0,5.071000000000001,1.0,6.13,4.5,3.522,0.0,2.5
2,83,7.0,4.0,79.0,4.158,1.0,5.273,2.154,0.0,0.0,4.0
2,84,0.0,1.0,533.0,57.0,2.1430000000000002,5.515,3.75,0.0,0.0,2.5
2,85,2.0,2.0,19.0,11.5,2.0,3.227,2.889,5.625,0.0,6.0
2,86,40.0,1.0,8.0,9.037,1.0,5.222,2.405,2.545,0.0,5.0
2,87,98.0,16.0,4.0,8.905,1.0,5.87,6.091,4.167,0.0,4.0
2,88,1.0,1.0,9.0,5.941,1.429,32.889,4.688,2.438,0.0,5.0
2,90,2.0,201.0,16.0,7.312,1.6669999999999998,3.068,6.1739999999999995,2.455,0.0,3.5
2,91,4.0,2.0,2.0,9.277999999999999,1.3330000000000002,5.843,5.257000000000001,4.833,0.0,6.0
2,92,2.0,15.0,1.0,19.561,2.0,7.603,2.667,8.094,0.0,2.5
2,93,14.0,75.0,475.0,22.308000000000003,1.5,4.05,3.613,7.75,0.0,4.0
2,94,2.0,3.0,14.0,7.72,1.0,7.187,2.48,2.25,0.0,5.5
2,95,2.0,1.0,1.0,2.833,2.273,4.885,7.65,1.385,0.0,4.0
2,96,1.0,2.0,2.0,6.412000000000001,3.571,5.412000000000001,1.5,3.4619999999999997,0.0,4.5
2,97,105.0,1.0,1.0,7.52,2.0709999999999997,3.955,2.737,5.421,0.0,4.0
2,98,0.0,475.0,15.0,4.333,1.0,7.682,2.2,0.0,0.0,3.5
2,99,1.0,1.0,1.0,6.176,2.0,4.342,1.636,3.091,0.0,2.0
2,100,43.0,2.0,3.0,9.148,2.812,6.7410000000000005,7.226,19.0,0.0,3.5
2,101,2.0,4.0,52.0,4.316,1.3330000000000002,11.545,4.75,5.381,0.0,4.5
2,102,4.0,225.0,11.0,3.3480000000000003,0.0,4.067,1.9509999999999998,5.667000000000001,0.0,4.5
2,103,15.0,36.0,5.0,10.844000000000001,2.059,4.195,2.444,4.067,0.0,2.0
2,104,1.0,44.0,8.0,12.357000000000001,1.7690000000000001,4.558,2.81,3.5380000000000003,0.0,6.0
2,107,3.0,8.0,1.0,12.905999999999999,2.0,7.521,11.447000000000001,11.392999999999999,0.0,0.0
3,2,0.0,0.0,0.0,6.513999999999999,6.0,4.725,2.7689999999999997,2.929,0.0,3.5
3,3,0.0,0.0,0.0,12.0,1.0,4.012,4.1,2.696,0.0,3.5
3,4,0.0,0.0,0.0,20.0,1.0,4.012,7.382999999999999,2.964,1.0,4.0
3,5,0.0,0.0,0.0,13.037,2.077,4.356,1.962,4.258,0.0,4.0
3,6,0.0,0.0,0.0,10.222000000000001,1.75,3.8569999999999998,2.378,2.1180000000000003,0.0,3.5
3,7,0.0,0.0,0.0,14.377,1.909,6.359,3.943,3.733,0.0,4.0
3,8,0.0,0.0,0.0,7.206,4.143,10.905,2.627,2.542,0.0,3.5
3,9,0.0,0.0,0.0,26.189,1.0,4.13,2.667,2.833,0.0,3.0
3,10,0.0,0.0,0.0,7.65,1.882,3.549,2.722,3.233,0.0,4.0
3,11,0.0,0.0,0.0,7.2,1.3330000000000002,3.883,7.2170000000000005,2.615,0.0,2.0
3,12,0.0,0.0,0.0,21.619,2.929,5.6,8.756,6.04,0.0,3.5
3,14,0.0,0.0,0.0,14.482000000000001,1.25,7.55,3.3789999999999996,2.6,0.0,4.0
3,15,0.0,0.0,0.0,11.097999999999999,1.8330000000000002,12.812000000000001,2.661,1.944,0.0,4.0
3,16,0.0,0.0,0.0,5.434,1.364,6.582999999999999,4.529,3.111,0.0,2.5
3,17,0.0,0.0,0.0,11.079,1.5830000000000002,4.9030000000000005,4.333,3.864,0.0,3.5
3,18,0.0,0.0,0.0,9.328,2.364,4.7669999999999995,3.5,2.636,0.0,4.0
3,19,0.0,0.0,0.0,21.379,2.25,5.995,1.1179999999999999,0.0,0.0,2.0
3,20,6.0,0.0,0.0,13.9,1.364,4.025,4.977,4.25,0.0,3.0
3,23,0.0,0.0,0.0,10.5,0.0,5.643,4.0,9.4,0.0,1.5
3,24,0.0,0.0,0.0,6.68,1.636,6.687,5.257000000000001,11.436,0.0,2.0
3,25,0.0,0.0,0.0,32.0,5.0,4.704,5.095,1.8330000000000002,0.0,1.5
3,27,0.0,0.0,0.0,9.927,1.2,87.444,2.333,7.5,0.0,3.0
3,28,0.0,0.0,0.0,17.21,1.0,3.862,1.591,7.6,0.0,4.0
3,29,0.0,0.0,0.0,18.059,1.0,3.715,2.312,2.5,0.0,3.0
3,30,0.0,0.0,0.0,4.417,1.5,5.441,2.136,33.064,0.0,2.0
3,31,0.0,0.0,0.0,5.222,1.25,12.083,3.158,2.667,0.0,0.5
3,32,0.0,0.0,0.0,9.13,1.2,4.242,3.667,2.367,0.0,4.0
3,34,0.0,0.0,0.0,3.286,1.0,5.268,14.318,3.069,0.0,3.5
3,35,0.0,0.0,0.0,4.3,2.0,8.15,46.75,9.0,0.0,0.5
3,36,0.0,0.0,0.0,19.246,1.538,3.615,1.5,5.0,0.0,4.0
3,38,0.0,0.0,0.0,11.692,2.25,11.588,7.444,8.943999999999999,0.0,2.5
3,39,0.0,0.0,0.0,8.048,2.182,14.058,2.3890000000000002,2.1430000000000002,0.0,1.0
3,41,0.0,0.0,0.0,12.29,1.857,5.933,2.6,4.952,0.0,4.0
3,42,0.0,0.0,0.0,6.355,1.286,3.714,4.2860000000000005,3.438,0.0,2.5
3,43,0.0,0.0,0.0,8.972999999999999,1.7690000000000001,4.388999999999999,1.87,4.176,0.0,2.5
3,44,0.0,0.0,0.0,8.586,1.25,2.0,4.417,4.038,0.0,4.0
3,45,0.0,0.0,0.0,3.0,0.0,4.471,22.0,16.0,0.0,1.0
3,47,0.0,0.0,0.0,7.522,1.0,4.291,4.512,2.833,0.0,2.0
3,48,0.0,0.0,0.0,9.96,1.0,10.758,3.514,6.13,0.0,2.5
3,49,0.0,0.0,0.0,13.950999999999999,1.611,5.9910000000000005,5.015,2.957,0.0,2.5
3,50,0.0,0.0,0.0,6.03,2.12,8.6,3.9130000000000003,9.552,0.0,2.0
3,51,0.0,0.0,0.0,6.087000000000001,2.1,4.718999999999999,1.432,3.111,0.0,1.0
3,52,0.0,0.0,0.0,11.620999999999999,1.7,4.395,2.8939999999999997,9.611,0.0,4.0
3,53,0.0,0.0,0.0,10.564,1.1540000000000001,3.885,3.925,1.3330000000000002,0.0,3.0
3,54,0.0,0.0,0.0,4.5680000000000005,1.143,4.231,2.528,4.467,0.0,3.5
3,55,0.0,0.0,0.0,24.785999999999998,1.5,5.968,2.0469999999999997,2.2,0.0,3.5
3,56,0.0,0.0,0.0,7.676,1.2309999999999999,5.77,7.812,4.25,0.0,3.0
3,59,0.0,0.0,0.0,3.0,1.429,8.274,2.525,7.0,0.0,2.0
3,61,0.0,0.0,0.0,5.0,1.167,16.593,5.547000000000001,7.794,1.0,1.0
3,63,0.0,1.0,0.0,7.9,1.5,6.431,2.69,4.062,0.0,1.5
3,66,0.0,0.0,0.0,11.607999999999999,1.1540000000000001,11.238,8.982000000000001,3.342,0.0,2.0
3,67,0.0,0.0,0.0,14.093,1.3330000000000002,14.047,5.294,7.439,0.0,4.0
3,68,0.0,1.0,0.0,4.957,1.75,4.2669999999999995,2.1519999999999997,3.3080000000000003,0.0,3.5
3,69,0.0,0.0,0.0,6.667000000000001,1.0,21.833000000000002,6.0,11.2,0.0,0.5
3,70,0.0,0.0,0.0,15.075,1.6669999999999998,4.095,5.428999999999999,3.2,0.0,4.0
3,72,0.0,0.0,0.0,9.538,2.211,5.649,3.196,4.2,0.0,3.0
3,73,0.0,0.0,0.0,8.479,1.615,5.141,25.709,0.0,0.0,3.0
3,74,0.0,0.0,0.0,3.9739999999999998,1.111,7.325,4.256,2.853,0.0,1.5
3,75,0.0,0.0,0.0,21.065,3.0,4.692,3.0,1.75,0.0,4.0
3,76,0.0,0.0,0.0,11.738,1.4,5.702999999999999,2.4,2.815,0.0,4.0
3,78,0.0,0.0,0.0,6.484,2.1,4.052,2.4290000000000003,3.2310000000000003,0.0,3.0
3,79,0.0,0.0,0.0,22.136999999999997,1.5,3.838,1.923,4.125,0.0,3.5
3,80,0.0,0.0,0.0,8.966000000000001,1.375,57.868,1.433,22.125,0.0,1.0
3,81,0.0,0.0,0.0,16.417,1.25,6.1,8.777999999999999,1.6669999999999998,0.0,4.0
3,82,0.0,0.0,0.0,4.276,1.2,11.738,3.639,3.697,0.0,2.5
3,83,0.0,0.0,0.0,4.968999999999999,3.667,4.9910000000000005,2.375,1.9,0.0,2.5
3,84,0.0,0.0,0.0,29.066999999999997,1.8,5.712000000000001,3.286,0.0,0.0,0.0
3,85,0.0,0.0,0.0,14.882,1.85,3.3819999999999997,2.696,4.967,0.0,4.0
3,86,0.0,0.0,0.0,12.73,1.0,3.6860000000000004,2.12,2.667,0.0,4.0
3,87,0.0,0.0,0.0,13.214,1.0,4.976,4.412,3.667,0.0,3.5
3,88,0.0,0.0,0.0,6.806,1.8,22.78,3.639,2.2,0.0,3.0
3,89,0.0,0.0,0.0,42.667,3.222,59.745,1.6669999999999998,0.0,0.0,1.5
3,90,0.0,0.0,0.0,5.519,1.75,3.108,8.448,2.615,0.0,2.5
3,91,0.0,0.0,0.0,15.667,1.2,5.025,4.44,4.7780000000000005,0.0,4.0
3,92,0.0,0.0,0.0,17.0,1.886,6.205,4.333,7.077000000000001,0.0,2.5
3,93,0.0,0.0,0.0,16.333,1.3330000000000002,5.129,3.023,7.888999999999999,0.0,4.0
3,94,0.0,0.0,0.0,16.7,1.0,7.058,3.3710000000000004,2.1,0.0,4.0
3,95,0.0,0.0,0.0,5.619,2.438,4.263999999999999,5.621,1.579,0.0,3.5
3,97,0.0,0.0,0.0,7.114,2.1430000000000002,3.762,2.4290000000000003,3.781,0.0,3.0
3,98,0.0,0.0,0.0,25.613000000000003,1.6669999999999998,11.417,2.286,0.0,0.0,4.0
3,99,0.0,0.0,0.0,9.794,1.8419999999999999,4.894,1.8330000000000002,3.0,0.0,2.5
3,100,0.0,0.0,0.0,9.686,2.5789999999999997,6.854,5.388,5.261,0.0,2.0
3,101,0.0,0.0,0.0,4.077,1.2,7.2170000000000005,4.408,6.303999999999999,0.0,1.5
3,102,0.0,0.0,0.0,7.732,0.0,3.923,1.93,6.0,0.0,4.0
3,105,0.0,0.0,0.0,0.0,0.0,5.428999999999999,1.5,3.25,0.0,0.5
3,106,0.0,0.0,0.0,15.774000000000001,1.0,16.864,2.3,1.714,0.0,3.5
3,107,0.0,0.0,0.0,11.0,1.778,10.9,8.198,8.4,0.0,1.0
4,1,1.0,3.0,14.0,16.079,5.053999999999999,3.361,2.931,2.0,0.0,4.5
4,2,3.0,1.0,7.0,15.273,6.244,4.779,2.656,2.44,0.0,4.5
4,3,89.0,1.0,22.0,14.844000000000001,3.594,3.9010000000000002,4.086,2.3930000000000002,0.0,4.5
4,4,35.0,1.0,49.0,18.054000000000002,9.459,3.859,6.69,3.9619999999999997,1.0,5.0
4,5,0.0,28.0,8.0,12.0,3.207,5.141,1.879,4.258,0.0,5.0
4,6,97.0,1.0,17.0,11.26,5.029,3.4389999999999996,3.37,7.341,0.0,4.5
4,7,15.0,2.0,8.0,19.432000000000002,5.905,5.506,3.861,50.707,0.0,4.5
4,8,20.0,4.0,2.0,11.466,11.269,7.625,2.6919999999999997,2.8819999999999997,0.0,4.0
4,9,7.0,2.0,9.0,19.417,8.5,3.812,10.347999999999999,3.353,0.0,4.0
4,10,28.0,7.0,26.0,16.42,5.044,3.823,2.68,3.366,0.0,4.5
4,11,2.0,1.0,6.0,9.639,4.925,5.077,6.537999999999999,2.448,0.0,5.0
4,12,22.0,5.0,47.0,17.112000000000002,9.831,5.29,7.796,5.5520000000000005,0.0,4.5
4,13,57.0,2.0,1.0,38.66,5.848,2.889,7.684,4.0,0.0,5.0
4,14,34.0,2.0,22.0,15.297,11.532,7.4910000000000005,3.182,3.0,0.0,5.0
4,15,10.0,1.0,7.0,14.009,5.167000000000001,13.42,3.792,8.556000000000001,0.0,5.0
4,16,11.0,2.0,23.0,8.838,6.3020000000000005,8.25,3.583,3.071,0.0,5.0
4,17,6.0,1.0,2.0,23.935,18.969,6.525,4.067,7.468999999999999,0.0,5.0
4,18,1.0,1.0,3.0,9.524,29.769000000000002,4.694,3.615,2.529,0.0,4.5
4,19,0.0,39.0,222.0,24.724,3.855,6.176,1.2,0.0,0.0,4.5
4,20,1.0,1.0,5.0,13.379000000000001,4.526,4.3180000000000005,4.288,4.25,0.0,4.5
4,21,35.0,1.0,5.0,20.409000000000002,3.8080000000000003,6.803,3.9410000000000003,9.286,0.0,3.5
4,22,13.0,12.0,2.0,18.102999999999998,3.667,4.872,2.185,3.571,0.0,4.0
4,23,16.0,4.0,3.0,13.28,12.5,6.541,4.158,17.655,0.0,4.0
4,24,1.0,2.0,48.0,8.387,5.5089999999999995,7.6579999999999995,4.721,9.745,0.0,4.5
4,25,10.0,6.0,1.0,33.444,9.92,4.016,4.457,4.3180000000000005,0.0,4.5
4,26,0.0,2.0,0.0,13.868,7.972,67.667,53.353,0.0,0.0,4.0
4,27,1.0,1.0,61.0,16.703,4.485,66.167,2.364,7.5,0.0,4.5
4,28,1.0,1.0,17.0,18.893,7.7,4.144,3.333,5.692,0.0,5.0
4,29,1.0,2.0,7.0,18.627,4.455,3.6010000000000004,2.095,2.667,0.0,5.0
4,30,0.0,3.0,19.0,18.176,10.833,5.441,2.083,33.064,4.0,4.5
4,31,28.0,2.0,1.0,22.057,3.188,8.625,3.75,4.211,0.0,4.0
4,32,1.0,1.0,60.0,22.858,4.66,4.125,2.895,3.59,0.0,5.0
4,33,74.0,9.0,5.0,42.931999999999995,9.062000000000001,7.952000000000001,1.6,2.25,0.0,4.0
4,34,1.0,329.0,9.0,13.725999999999999,7.292000000000001,6.31,12.385,5.2139999999999995,0.0,5.0
4,35,7.0,1.0,9.0,10.992,6.79,5.359,12.65,5.25,0.0,3.5
4,36,0.0,11.0,21.0,17.662,6.915,5.421,1.4669999999999999,5.0,0.0,5.0
4,37,2.0,2.0,780.0,28.162,9.562000000000001,4.045,3.39,2.0709999999999997,0.0,4.5
4,38,59.0,7.0,4.0,9.449,2.455,9.86,6.062,7.218999999999999,0.0,4.5
4,39,2.0,1.0,116.0,18.048,9.696,12.06,2.5580000000000003,3.571,1.0,4.5
4,40,3.0,3.0,5.0,18.54,5.857,4.111000000000001,2.1109999999999998,4.25,0.0,3.0
4,41,27.0,1.0,3.0,20.944000000000003,4.417,5.935,2.593,4.2589999999999995,0.0,5.0
4,42,2.0,1.0,2.0,14.844000000000001,4.221,20.939,3.784,4.078,0.0,4.0
4,43,5.0,1.0,2.0,22.495,3.4219999999999997,4.874,1.8330000000000002,3.755,0.0,4.5
4,44,15.0,1.0,44.0,11.115,3.83,2.119,3.762,4.038,0.0,4.5
4,45,5.0,26.0,11.0,20.278,5.706,9.093,7.625,12.9,0.0,4.5
4,46,2.0,10.0,1.0,14.633,4.981,5.048,2.333,5.854,0.0,4.0
4,47,1.0,11.0,44.0,12.839,5.8839999999999995,4.744,3.759,6.98,0.0,4.0
4,48,16.0,59.0,10.0,15.698,3.9410000000000003,9.545,3.478,6.13,0.0,4.5
4,49,5.0,3.0,3.0,15.157,3.264,5.905,4.833,2.6060000000000003,0.0,4.5
4,50,1.0,1.0,4.0,31.118000000000002,4.121,8.672,3.71,11.42,0.0,4.0
4,51,18.0,1.0,1.0,12.84,13.185,5.103,1.787,3.127,0.0,4.0
4,52,4.0,8.0,45.0,15.171,7.735,4.663,3.141,11.478,0.0,5.0
4,53,92.0,1.0,1.0,26.75,6.684,3.883,4.093999999999999,1.3330000000000002,0.0,4.5
4,54,2.0,1.0,4.0,11.169,8.636000000000001,7.279,2.7310000000000003,4.641,0.0,4.5
4,55,5.0,2.0,7.0,22.0,55.769,4.581,15.575,4.0,0.0,4.5
4,56,5.0,2.0,3.0,13.555,5.7139999999999995,4.646,7.379,4.095,0.0,4.5
4,57,0.0,1.0,12.0,17.732,6.343999999999999,14.533,1.857,0.0,0.0,4.5
4,58,0.0,1.0,1.0,15.315999999999999,9.754,5.062,3.222,0.0,0.0,4.5
4,59,1.0,2.0,80.0,20.097,7.846,6.37,4.32,7.0,0.0,4.0
4,60,1.0,1.0,1.0,17.734,5.899,4.492,1.3330000000000002,7.417000000000001,0.0,4.0
4,61,23.0,1.0,3.0,8.638,4.864,13.607999999999999,5.314,7.542000000000001,1.0,4.5
4,62,27.0,2.0,2.0,25.575,5.428999999999999,4.886,2.0,0.0,0.0,4.0
4,63,3.0,3.0,14.0,15.607000000000001,5.671,5.6,3.96,3.3560000000000003,0.0,5.0
4,64,73.0,3.0,1.0,12.569,11.642999999999999,7.612,2.641,11.167,0.0,4.0
4,65,17.0,2.0,6.0,9.152999999999999,4.293,14.171,3.846,1.933,0.0,4.0
4,66,1.0,2.0,37.0,11.062000000000001,2.588,10.265999999999998,8.121,3.333,0.0,4.5
4,67,74.0,6.0,2.0,26.34,3.815,13.546,5.0,6.646,0.0,4.5
4,68,1.0,2.0,47.0,14.293,6.794,4.658,2.931,2.931,0.0,5.0
4,69,3.0,2.0,23.0,26.381999999999998,7.789,12.455,28.583000000000002,9.333,0.0,4.0
4,70,2.0,2.0,28.0,20.943,6.082000000000001,3.8569999999999998,5.428999999999999,3.364,0.0,5.0
4,71,8.0,1.0,6.0,12.642999999999999,2.667,6.72,3.429,2.292,0.0,5.0
4,72,1.0,1.0,2.0,21.069000000000003,4.59,5.702999999999999,4.446000000000001,3.717,0.0,4.0
4,73,0.0,1.0,2.0,19.2,6.125,5.3260000000000005,25.604,0.0,0.0,4.0
4,74,10.0,5.0,3.0,9.522,6.782,7.162000000000001,4.61,2.978,0.0,5.0
4,75,1.0,3.0,8.0,15.905,8.4,5.242000000000001,2.571,3.944,0.0,5.0
4,76,4.0,2.0,1.0,13.683,3.972,8.382,2.419,5.622000000000001,0.0,4.0
4,77,0.0,729.0,14.0,16.125999999999998,6.308,12.767000000000001,4.042,0.0,0.0,4.0
4,78,20.0,1.0,1.0,22.0,6.95,4.323,2.364,3.0610000000000004,0.0,5.0
4,79,1.0,1.0,8.0,27.978,5.4,3.3360000000000003,1.9469999999999998,3.96,0.0,4.5
4,80,2.0,105.0,2.0,13.264000000000001,4.08,31.709,1.5290000000000001,14.845999999999998,0.0,5.0
4,81,50.0,39.0,8.0,16.083,5.0,6.129,7.455,2.273,0.0,5.0
4,82,7.0,15.0,1.0,8.343,5.71,7.305,3.2710000000000004,3.8539999999999996,0.0,4.0
4,83,1.0,2.0,54.0,16.383,4.935,4.559,2.5140000000000002,1.9409999999999998,0.0,4.5
4,84,102.0,8.0,14.0,23.861,6.311,5.138999999999999,3.889,4.25,0.0,4.5
4,85,4.0,7.0,7.0,23.769000000000002,4.187,3.423,2.577,4.8389999999999995,0.0,5.0
4,86,0.0,1.0,128.0,27.713,5.357,3.429,2.113,2.667,0.0,5.0
4,87,37.0,2.0,1.0,18.172,4.984,6.567,3.821,3.25,0.0,4.5
4,88,5.0,1.0,194.0,13.58,5.608,19.425,4.84,2.84,0.0,5.0
4,89,0.0,2.0,88.0,70.878,10.536,28.406,3.4,2.0,0.0,3.5
4,90,3.0,3.0,4.0,6.122999999999999,3.095,3.766,8.897,2.615,0.0,4.5
4,91,39.0,2.0,1.0,19.718,4.103,5.513999999999999,4.833,4.7780000000000005,0.0,5.0
4,92,1.0,4.0,1.0,32.341,5.704,6.186,3.8,6.925,0.0,4.5
4,93,10.0,1.0,31.0,23.131999999999998,7.2139999999999995,4.534,3.304,44.714,0.0,4.5
4,94,120.0,1.0,13.0,18.396,3.8489999999999998,7.1979999999999995,3.073,2.7310000000000003,0.0,5.0
4,95,1.0,2.0,1.0,16.183,4.6080000000000005,4.019,4.806,1.643,0.0,5.0
4,96,1.0,1.0,3.0,20.469,5.18,4.789,1.69,4.6,0.0,5.0
4,97,1.0,1.0,5.0,19.337,8.425,7.949,2.186,4.018,0.0,4.5
4,98,24.0,2.0,1.0,33.192,7.6979999999999995,9.277000000000001,2.286,0.0,2.0,5.0
4,99,45.0,1.0,3.0,19.697,3.898,4.55,1.808,2.7060000000000004,0.0,4.0
5,1,6.0,3.0,48.0,17.298,4.904,3.1060000000000003,2.765,2.1109999999999998,0.0,4.0
5,2,4.0,1.0,124.0,15.514000000000001,6.0,4.906000000000001,2.775,2.37,0.0,4.0
5,3,3.0,1.0,119.0,14.376,3.523,4.3839999999999995,4.244,2.135,0.0,4.0
5,4,8.0,85.0,151.0,18.913,8.5,3.773,6.922999999999999,4.2,1.0,3.5
5,5,1.0,1.0,66.0,13.686,3.623,5.069,2.125,4.258,0.0,4.0
5,6,1.0,1.0,8.0,11.372,4.6,3.886,4.78,7.15,0.0,3.0
5,7,1.0,3.0,110.0,18.619,5.905,7.037999999999999,3.667,40.13,0.0,4.0
5,8,5.0,3.0,1.0,12.419,10.727,6.707999999999999,2.7,2.907,0.0,3.0
5,9,7.0,96.0,141.0,21.146,7.909,6.375,9.4,3.542,0.0,4.0
5,10,3.0,26.0,9.0,15.185,4.81,3.9589999999999996,3.4,3.2439999999999998,0.0,4.0
5,11,4.0,1.0,5.0,11.65,4.925,5.132000000000001,5.619,4.583,0.0,4.0
5,12,4.0,133.0,112.0,15.977,9.727,4.885,8.302999999999999,5.0280000000000005,0.0,4.0
5,13,53.0,7.0,1.0,28.448,5.675,2.667,6.92,2.938,0.0,4.0
5,14,9.0,48.0,18.0,15.87,10.765,7.31,3.1180000000000003,3.0,0.0,4.0
5,15,36.0,1.0,7.0,12.73,4.405,12.376,4.981,7.941,0.0,4.0
5,16,43.0,1.0,2.0,10.06,5.767,7.712999999999999,3.345,2.875,0.0,4.0
5,17,63.0,2.0,73.0,31.098000000000003,17.570999999999998,6.641,5.205,6.0,0.0,4.0
5,18,8.0,1.0,3.0,9.829,28.778000000000002,4.445,5.657,2.571,0.0,4.0
