Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
5,93,1.0,309.0,281.0,20.886,5.947,4.353,3.237,35.556,0.0,4.0
5,94,10.0,5.0,62.0,19.902,3.764,7.077,3.021,2.613,0.0,4.0
5,95,3.0,3.0,1.0,18.947,4.375,3.917,4.585,1.8,1.0,3.0
5,96,1.0,1.0,2.0,22.35,4.873,4.243,1.895,4.344,0.0,4.0
5,98,1.0,2.0,10.0,30.237,7.149,8.953,3.0,0.0,2.0,4.0
5,99,11.0,3.0,215.0,19.812,3.731,4.661,5.122,2.929,0.0,3.5
5,100,6.0,1.0,17.0,17.25,2.435,6.638,4.803,4.212,0.0,4.0
5,101,2.0,14.0,16.0,16.655,1.1,6.108,4.727,5.367,0.0,3.5
5,102,0.0,11.0,245.0,10.329,1.0,4.845,1.9,6.0,0.0,3.5
5,103,6.0,4.0,16.0,13.948,2.0,7.596,5.229,4.19,0.0,3.5
5,104,2.0,3.0,8.0,15.642,1.75,6.419,3.357,3.4,0.0,4.0
