Sesion,Id,Study,Deeds,Texteditor,Diagram,Properties,Other,Blank,Aulaweb,Fsm,Nota
5,66,2.0,3.0,7.0,1127.0,47.0,2293.0,582.0,217.0,0.0,4.0
5,67,1.0,1.0,21.0,3552.0,269.0,3667.0,128.0,397.0,0.0,5.0
5,68,1.0,1.0,68.0,2178.0,234.0,316.0,224.0,119.0,0.0,5.0
5,69,16.0,2.0,51.0,3497.0,313.0,1100.0,351.0,538.0,0.0,5.0
5,70,1.0,1.0,396.0,2474.0,470.0,412.0,84.0,37.0,0.0,5.0
5,71,3.0,4.0,9.0,1263.0,116.0,842.0,135.0,102.0,0.0,4.0
5,72,2.0,6.0,3.0,3777.0,365.0,1420.0,322.0,259.0,0.0,4.0
5,74,5.0,1.0,122.0,1623.0,688.0,824.0,791.0,165.0,0.0,5.0
5,75,1.0,1.0,2.0,1826.0,222.0,828.0,54.0,139.0,0.0,5.0
5,76,2.0,1.0,1.0,3595.0,285.0,1639.0,115.0,213.0,5.0,5.0
5,78,26.0,1.0,658.0,2404.0,279.0,481.0,143.0,126.0,0.0,5.0
5,79,1.0,2.0,8.0,4075.0,194.0,434.0,542.0,114.0,0.0,5.0
5,80,1.0,1.0,84.0,2301.0,209.0,4734.0,120.0,414.0,0.0,5.0
5,81,22.0,4.0,129.0,1989.0,186.0,591.0,217.0,115.0,0.0,5.0
5,82,10.0,3.0,8.0,1814.0,180.0,1256.0,238.0,220.0,0.0,4.0
5,83,1.0,1.0,6.0,2255.0,172.0,788.0,116.0,41.0,0.0,5.0
5,85,2.0,1.0,1.0,3874.0,397.0,746.0,80.0,203.0,0.0,5.0
5,86,3.0,3.0,184.0,4528.0,307.0,316.0,158.0,62.0,0.0,5.0
5,87,38.0,4.0,99.0,4146.0,309.0,460.0,153.0,141.0,0.0,4.0
5,88,1.0,2.0,5.0,2920.0,301.0,1586.0,440.0,71.0,0.0,5.0
5,89,0.0,1.0,73.0,4200.0,1162.0,4538.0,17.0,2.0,0.0,3.0
5,90,1.0,1.0,12.0,588.0,65.0,993.0,356.0,34.0,0.0,4.0
5,91,9.0,4.0,2.0,2495.0,161.0,756.0,407.0,44.0,0.0,5.0
5,92,1.0,5.0,2.0,3033.0,357.0,745.0,64.0,288.0,0.0,5.0
5,93,1.0,309.0,281.0,2193.0,226.0,444.0,191.0,640.0,0.0,5.0
5,94,10.0,5.0,62.0,3244.0,207.0,920.0,145.0,81.0,0.0,5.0
5,95,3.0,3.0,1.0,3202.0,385.0,474.0,188.0,72.0,1.0,4.0
5,96,1.0,1.0,2.0,3576.0,268.0,297.0,72.0,139.0,0.0,5.0
5,98,1.0,2.0,10.0,2812.0,336.0,761.0,24.0,0.0,2.0,5.0
5,99,11.0,3.0,215.0,2952.0,194.0,797.0,210.0,123.0,0.0,4.0
5,100,6.0,1.0,17.0,1173.0,56.0,1248.0,293.0,139.0,0.0,5.0
5,101,2.0,14.0,16.0,966.0,11.0,397.0,312.0,161.0,0.0,4.0
5,102,0.0,11.0,245.0,785.0,1.0,562.0,114.0,48.0,0.0,4.0
5,103,6.0,4.0,16.0,809.0,42.0,752.0,183.0,88.0,0.0,4.0
5,104,2.0,3.0,8.0,1048.0,35.0,475.0,94.0,68.0,0.0,5.0
