Sesion,Id,Study,Deeds,Texteditor,Blank,Diagram,Properties,Other,Aulaweb,Fsm,Nota
2,43,1.0,1,1.0,33,31.0,21,75,33.0,0,4.0
2,44,1.0,1,1.0,21,33.0,26,96,29.0,0,5.0
2,46,1.0,1,1.0,39,20.0,15,68,40.0,0,2.0
2,47,1.0,1,1.0,54,24.0,8,130,12.0,0,3.0
2,48,1.0,1,1.0,47,26.0,10,89,19.0,0,3.0
2,49,1.0,1,1.0,66,38.0,26,144,19.0,0,2.0
2,50,1.0,1,1.0,30,23.0,21,91,22.0,0,2.0
2,51,1.0,1,1.0,104,23.0,16,105,61.0,0,1.0
2,52,1.0,1,1.0,100,32.0,18,89,13.0,0,5.0
2,53,1.0,1,1.0,99,20.0,26,26,3.0,0,3.0
2,54,1.0,1,1.0,37,29.0,8,28,29.0,0,4.0
2,56,1.0,1,1.0,118,27.0,28,75,21.0,0,2.0
2,59,1.0,1,1.0,69,30.0,7,35,26.0,0,3.0
2,61,1.0,1,1.0,130,19.0,10,56,17.0,1,0.0
2,63,1.0,6,1.0,72,23.0,6,44,26.0,0,3.0
2,66,1.0,1,1.0,132,54.0,24,141,46.0,0,0.0
2,67,1.0,1,1.0,34,33.0,22,216,43.0,0,5.0
2,70,1.0,1,1.0,20,38.0,14,73,7.0,0,5.0
2,71,1.0,1,1.0,30,26.0,23,83,18.0,0,4.0
2,72,1.0,1,1.0,79,32.0,31,242,47.0,0,4.0
2,73,0.0,1,1.0,70,30.0,10,48,0.0,0,4.0
2,74,1.0,1,1.0,158,40.0,21,110,38.0,0,2.0
2,76,1.0,1,1.0,49,19.0,15,60,17.0,0,3.0
2,78,1.0,1,1.0,46,32.0,14,55,21.0,0,2.0
2,79,1.0,1,1.0,25,34.0,9,74,17.0,0,4.0
2,80,1.0,1,1.0,46,26.0,16,42,6.0,0,3.0
2,81,1.0,1,1.0,31,27.0,16,68,18.0,0,4.0
2,82,1.0,1,1.0,78,19.0,17,57,29.0,0,2.0
2,83,1.0,1,1.0,49,28.0,7,109,0.0,0,3.0
2,84,0.0,1,1.0,18,10.0,10,41,0.0,0,2.0
2,85,1.0,1,1.0,31,48.0,18,59,20.0,0,5.0
2,86,1.0,1,1.0,137,33.0,32,32,19.0,0,4.0
2,87,1.0,1,1.0,45,30.0,14,38,28.0,0,3.0
2,88,1.0,1,1.0,40,24.0,19,56,21.0,0,4.0
2,90,1.0,1,1.0,57,24.0,9,68,16.0,0,3.0
2,91,1.0,1,1.0,85,25.0,9,82,9.0,0,5.0
2,92,1.0,1,1.0,23,47.0,39,79,32.0,0,2.0
2,93,1.0,1,1.0,46,15.0,13,60,8.0,0,3.0
2,94,1.0,1,1.0,77,33.0,7,124,24.0,0,5.0
2,95,1.0,1,1.0,72,32.0,17,88,23.0,0,3.0
2,96,1.0,1,1.0,43,26.0,16,46,16.0,0,4.0
2,97,1.0,1,1.0,75,34.0,19,64,24.0,0,3.0
2,98,0.0,1,1.0,8,3.0,3,26,0.0,0,3.0
2,99,1.0,1,1.0,29,24.0,29,41,12.0,0,2.0
2,100,1.0,1,1.0,55,45.0,30,95,5.0,0,3.0
2,101,1.0,1,1.0,64,25.0,18,40,26.0,0,4.0
2,102,1.0,1,1.0,119,33.0,12,90,14.0,0,4.0
2,103,1.0,1,1.0,37,43.0,33,62,22.0,0,2.0
2,104,1.0,1,1.0,54,38.0,19,54,15.0,0,5.0
2,107,1.0,1,1.0,84,39.0,12,134,32.0,0,0.0
3,2,1.0,1,1.0,64,52.0,17,83,24.0,0,4.0
3,3,1.0,1,1.0,153,80.0,10,116,33.0,0,4.0
3,4,1.0,1,1.0,167,77.0,12,275,47.0,1,5.0
3,5,1.0,1,1.0,143,81.0,29,108,42.0,0,5.0
3,6,1.0,1,1.0,164,74.0,11,155,34.0,0,4.0
3,7,1.0,1,1.0,73,66.0,20,78,44.0,0,5.0
3,8,1.0,1,1.0,73,52.0,22,41,29.0,0,4.0
3,9,1.0,1,1.0,28,47.0,12,43,12.0,0,4.0
3,10,1.0,1,1.0,135,87.0,37,128,45.0,0,5.0
3,11,1.0,1,1.0,155,43.0,14,115,31.0,0,2.0
3,12,1.0,1,1.0,110,81.0,22,192,32.0,0,4.0
3,14,1.0,1,1.0,88,77.0,17,105,22.0,0,5.0
3,15,1.0,1,1.0,130,70.0,23,78,24.0,0,5.0
3,16,1.0,1,1.0,58,70.0,28,124,23.0,0,3.0
3,17,1.0,1,1.0,102,48.0,33,87,22.0,1,4.0
3,18,1.0,1,1.0,96,73.0,16,111,24.0,0,5.0
3,19,0.0,1,1.0,51,36.0,34,243,0.0,0,2.0
3,20,1.0,1,1.0,114,60.0,20,250,22.0,0,4.0
3,23,1.0,1,1.0,10,6.0,1,78,42.0,0,2.0
3,24,1.0,1,1.0,148,59.0,13,119,43.0,0,2.0
3,25,1.0,1,1.0,165,4.0,2,39,9.0,0,2.0
3,27,1.0,1,1.0,53,77.0,33,54,3.0,0,4.0
3,28,1.0,1,1.0,78,76.0,11,104,29.0,0,5.0
3,29,1.0,1,1.0,52,49.0,36,230,6.0,0,4.0
3,30,1.0,1,1.0,48,31.0,20,191,51.0,0,2.0
3,31,1.0,1,1.0,36,11.0,11,38,12.0,0,1.0
3,32,1.0,1,1.0,104,93.0,36,114,43.0,0,5.0
3,34,1.0,1,1.0,47,44.0,31,58,36.0,0,4.0
3,35,1.0,1,1.0,27,16.0,6,26,5.0,0,1.0
3,36,1.0,1,1.0,45,84.0,21,65,12.0,0,5.0
3,38,1.0,1,1.0,18,41.0,15,47,20.0,0,3.0
3,39,1.0,1,1.0,123,36.0,28,175,25.0,0,1.0
3,41,1.0,1,1.0,91,91.0,27,119,26.0,0,5.0
3,42,1.0,1,1.0,82,37.0,37,55,47.0,0,3.0
3,43,1.0,1,1.0,43,49.0,26,119,40.0,0,3.0
3,44,1.0,1,1.0,65,80.0,29,184,63.0,0,5.0
3,45,1.0,1,1.0,4,4.0,1,27,3.0,0,1.0
3,47,1.0,1,1.0,105,33.0,15,213,26.0,0,2.0
3,48,1.0,1,1.0,71,37.0,12,147,28.0,0,3.0
3,49,1.0,1,1.0,173,54.0,40,183,30.0,0,3.0
3,50,1.0,1,1.0,54,38.0,27,110,33.0,0,2.0
3,51,1.0,1,1.0,144,27.0,17,195,68.0,0,1.0
3,52,1.0,1,1.0,152,86.0,34,139,25.0,0,5.0
3,53,1.0,1,1.0,190,50.0,32,70,7.0,0,4.0
3,54,1.0,1,1.0,69,57.0,14,42,41.0,0,4.0
3,55,1.0,1,1.0,89,36.0,5,46,8.0,0,4.0
3,56,1.0,1,1.0,151,56.0,37,103,31.0,0,4.0
3,59,1.0,3,1.0,120,43.0,12,105,35.0,0,2.0
3,61,1.0,1,1.0,198,28.0,15,155,46.0,1,1.0
3,63,1.0,2,1.0,107,33.0,11,75,42.0,0,2.0
3,66,1.0,1,1.0,160,74.0,29,237,55.0,0,2.0
3,67,1.0,1,1.0,51,62.0,24,241,67.0,0,5.0
3,68,1.0,2,1.0,105,30.0,13,28,24.0,0,4.0
3,69,1.0,1,1.0,17,5.0,3,42,35.0,0,1.0
3,70,1.0,1,1.0,49,82.0,23,120,8.0,0,5.0
3,72,1.0,1,1.0,154,45.0,41,302,70.0,0,4.0
3,73,0.0,1,1.0,122,59.0,25,87,0.0,0,4.0
3,74,1.0,1,1.0,213,54.0,23,132,53.0,0,2.0
3,75,1.0,1,1.0,37,45.0,5,71,8.0,0,5.0
3,76,1.0,1,1.0,98,63.0,31,134,41.0,1,5.0
3,78,1.0,1,1.0,78,47.0,17,111,34.0,0,4.0
3,79,1.0,1,1.0,42,69.0,15,101,22.0,0,4.0
3,80,1.0,1,1.0,65,37.0,26,81,17.0,0,1.0
3,81,1.0,1,1.0,64,55.0,20,102,35.0,0,5.0
3,82,1.0,1,1.0,105,39.0,21,120,46.0,0,3.0
3,83,1.0,1,1.0,82,45.0,9,173,18.0,0,3.0
3,84,1.0,1,1.0,24,20.0,16,143,2.0,0,0.0
3,85,1.0,1,1.0,57,93.0,24,155,37.0,0,5.0
3,86,1.0,1,1.0,200,79.0,45,92,34.0,0,5.0
3,87,1.0,1,1.0,75,75.0,20,70,41.0,0,4.0
3,88,1.0,1,1.0,86,42.0,31,101,29.0,0,4.0
3,89,0.0,1,1.0,8,4.0,10,64,2.0,0,2.0
3,90,1.0,1,1.0,87,38.0,12,116,18.0,0,3.0
3,91,1.0,1,1.0,157,65.0,20,134,14.0,0,5.0
3,92,1.0,1,1.0,36,57.0,46,112,40.0,0,3.0
3,93,1.0,1,1.0,79,45.0,27,102,10.0,0,5.0
3,94,1.0,1,1.0,120,76.0,14,157,36.0,0,5.0
3,95,1.0,1,1.0,97,56.0,27,126,34.0,0,4.0
3,97,1.0,1,1.0,112,63.0,30,94,44.0,0,4.0
3,98,1.0,1,1.0,29,39.0,11,61,0.0,0,5.0
3,99,1.0,1,1.0,74,48.0,34,119,23.0,0,3.0
3,100,1.0,1,1.0,103,56.0,37,257,32.0,0,2.0
3,101,1.0,1,1.0,105,34.0,23,77,29.0,0,2.0
3,102,1.0,1,1.0,176,77.0,15,116,16.0,0,5.0
3,105,1.0,1,1.0,12,0.0,1,47,6.0,0,1.0
3,106,1.0,1,1.0,57,46.0,8,39,14.0,0,4.0
3,107,1.0,1,1.0,156,51.0,16,272,76.0,0,1.0
4,1,1.0,1,1.0,85,209.0,87,113,21.0,1,4.0
4,2,1.0,1,1.0,92,104.0,61,132,39.0,0,4.0
4,3,1.0,1,1.0,196,303.0,145,147,43.0,0,4.0
4,4,1.0,1,1.0,207,165.0,59,387,83.0,1,5.0
4,5,1.0,1,1.0,159,175.0,89,141,42.0,0,5.0
4,6,1.0,1,1.0,229,251.0,90,266,70.0,0,4.0
4,7,1.0,1,1.0,88,111.0,32,110,58.0,0,4.0
4,8,1.0,1,1.0,107,140.0,97,82,40.0,0,4.0
4,9,1.0,1,1.0,70,97.0,63,80,30.0,0,4.0
4,10,1.0,1,1.0,189,177.0,161,189,61.0,0,4.0
4,11,1.0,1,1.0,179,147.0,63,165,36.0,0,5.0
4,12,1.0,1,1.0,126,181.0,82,221,37.0,0,4.0
4,13,1.0,1,1.0,43,58.0,58,17,17.0,0,5.0
4,14,1.0,1,1.0,104,176.0,71,143,33.0,0,5.0
4,15,1.0,1,1.0,166,152.0,51,115,36.0,0,5.0
4,16,1.0,1,1.0,77,183.0,94,166,35.0,0,5.0
4,17,1.0,1,1.0,132,84.0,74,151,39.0,1,5.0
4,18,1.0,1,1.0,144,132.0,33,164,38.0,0,4.0
4,19,0.0,1,1.0,72,87.0,108,301,0.0,0,4.0
4,20,1.0,1,1.0,149,167.0,84,397,22.0,0,4.0
4,21,1.0,1,1.0,66,81.0,57,104,37.0,0,4.0
4,22,1.0,1,1.0,99,101.0,66,137,18.0,0,4.0
4,23,1.0,1,1.0,43,28.0,3,152,66.0,0,4.0
4,24,1.0,1,1.0,196,141.0,59,153,57.0,0,4.0
4,25,1.0,1,1.0,212,72.0,29,99,26.0,0,4.0
4,26,0.0,1,0.0,36,66.0,63,8,0.0,0,4.0
4,27,1.0,1,1.0,72,122.0,52,73,4.0,0,4.0
4,28,1.0,1,1.0,131,153.0,42,179,47.0,0,5.0
4,29,1.0,1,1.0,80,150.0,150,286,49.0,0,5.0
4,30,1.0,1,1.0,65,127.0,53,260,51.0,1,4.0
4,31,1.0,1,1.0,95,69.0,48,73,25.0,0,4.0
4,32,1.0,1,1.0,130,140.0,130,152,57.0,0,5.0
4,33,1.0,1,1.0,29,72.0,20,26,9.0,0,4.0
4,34,1.0,1,1.0,72,165.0,135,86,55.0,0,5.0
4,35,1.0,1,1.0,67,158.0,84,104,53.0,0,4.0
4,36,1.0,1,1.0,59,193.0,65,129,12.0,0,5.0
4,37,1.0,1,1.0,71,50.0,20,36,18.0,0,4.0
4,38,1.0,1,1.0,35,71.0,25,73,34.0,0,4.0
4,39,1.0,1,1.0,174,147.0,79,238,43.0,1,4.0
4,40,1.0,1,1.0,40,55.0,7,38,36.0,0,3.0
4,41,1.0,1,1.0,120,158.0,115,145,35.0,0,5.0
4,42,1.0,1,1.0,173,183.0,108,98,71.0,0,4.0
4,43,1.0,1,1.0,68,131.0,69,162,63.0,0,4.0
4,44,1.0,1,1.0,95,229.0,106,259,63.0,0,4.0
4,45,1.0,1,1.0,19,59.0,20,59,21.0,0,4.0
4,46,1.0,1,1.0,61,180.0,91,97,61.0,0,4.0
4,47,1.0,1,1.0,155,112.0,58,324,62.0,0,4.0
4,48,1.0,1,1.0,100,127.0,65,172,28.0,0,4.0
4,49,1.0,1,1.0,185,158.0,97,215,47.0,0,4.0
4,50,1.0,1,1.0,88,122.0,61,157,58.0,0,4.0
4,51,1.0,1,1.0,163,108.0,103,215,69.0,0,4.0
4,52,1.0,1,1.0,197,150.0,67,156,32.0,0,5.0
4,53,1.0,1,1.0,266,111.0,104,82,7.0,0,4.0
4,54,1.0,1,1.0,94,107.0,43,67,50.0,0,4.0
4,55,1.0,1,1.0,173,92.0,27,101,20.0,0,4.0
4,56,1.0,1,1.0,215,146.0,82,241,33.0,0,4.0
4,57,0.0,1,1.0,11,106.0,77,36,0.0,0,4.0
4,58,0.0,1,1.0,14,125.0,85,38,0.0,0,4.0
4,59,1.0,1,1.0,149,124.0,37,176,35.0,0,4.0
4,60,1.0,1,1.0,52,127.0,82,86,44.0,0,4.0
4,61,1.0,1,1.0,239,151.0,63,201,62.0,1,4.0
4,62,1.0,1,1.0,18,47.0,27,56,0.0,0,4.0
4,63,1.0,1,1.0,186,179.0,96,109,80.0,0,5.0
4,64,1.0,1,1.0,73,78.0,38,55,13.0,0,4.0
4,65,1.0,1,1.0,34,197.0,148,58,18.0,0,4.0
4,66,1.0,1,1.0,180,92.0,33,273,71.0,0,4.0
4,67,1.0,1,1.0,56,132.0,106,262,75.0,0,4.0
4,68,1.0,1,1.0,146,118.0,47,62,41.0,0,5.0
4,69,1.0,1,1.0,36,84.0,43,100,66.0,0,4.0
4,70,1.0,1,1.0,64,148.0,142,152,14.0,0,5.0
4,71,1.0,1,1.0,44,98.0,60,104,32.0,0,5.0
4,72,1.0,1,1.0,192,162.0,113,345,97.0,0,4.0
4,73,0.0,1,1.0,147,176.0,84,108,0.0,0,4.0
4,74,1.0,1,1.0,342,174.0,181,163,70.0,0,5.0
4,75,1.0,1,1.0,63,129.0,40,141,30.0,0,5.0
4,76,1.0,1,1.0,167,244.0,142,232,61.0,1,4.0
4,77,0.0,1,1.0,33,97.0,60,36,0.0,0,4.0
4,78,1.0,1,1.0,101,117.0,88,152,48.0,0,5.0
4,79,1.0,1,1.0,61,120.0,52,163,39.0,0,4.0
4,80,1.0,1,1.0,91,134.0,74,194,29.0,0,5.0
4,81,1.0,1,1.0,85,117.0,79,120,49.0,0,5.0
4,82,1.0,1,1.0,131,191.0,68,241,55.0,0,4.0
4,83,1.0,1,1.0,118,136.0,44,231,32.0,0,4.0
4,84,1.0,1,1.0,37,139.0,77,215,21.0,0,4.0
4,85,1.0,1,1.0,63,161.0,91,238,39.0,0,5.0
4,86,1.0,1,1.0,211,142.0,124,113,34.0,0,5.0
4,87,1.0,1,1.0,104,219.0,88,110,56.0,0,4.0
4,88,1.0,1,1.0,178,148.0,93,124,42.0,0,5.0
4,89,0.0,1,1.0,13,51.0,183,166,5.0,0,4.0
4,90,1.0,1,1.0,117,92.0,37,230,18.0,0,4.0
4,91,1.0,1,1.0,212,128.0,69,174,14.0,0,5.0
4,92,1.0,1,1.0,45,100.0,68,127,41.0,0,4.0
4,93,1.0,1,1.0,102,97.0,85,136,18.0,0,4.0
4,94,1.0,1,1.0,145,180.0,70,214,50.0,0,5.0
4,95,1.0,1,1.0,115,116.0,124,153,44.0,0,5.0
4,96,1.0,1,1.0,72,118.0,72,82,33.0,0,5.0
4,97,1.0,1,1.0,164,110.0,60,156,86.0,0,4.0
4,98,1.0,1,1.0,34,86.0,89,80,0.0,1,5.0
4,99,1.0,1,1.0,103,158.0,78,233,49.0,0,4.0
5,1,1.0,1,1.0,103,270.0,113,142,33.0,1,5.0
5,2,1.0,1,1.0,128,150.0,64,173,44.0,0,5.0
5,3,1.0,1,1.0,265,337.0,150,181,53.0,0,5.0
5,4,1.0,1,1.0,276,193.0,66,569,100.0,1,4.0
5,5,1.0,1,1.0,189,214.0,105,162,42.0,0,5.0
5,6,1.0,1,1.0,354,322.0,102,371,106.0,0,4.0
5,7,1.0,1,1.0,108,134.0,37,138,78.0,0,5.0
5,8,1.0,1,1.0,137,183.0,103,97,65.0,0,4.0
5,9,1.0,1,1.0,120,140.0,76,137,38.0,0,5.0
5,10,1.0,1,1.0,251,265.0,190,231,73.0,0,5.0
5,11,1.0,1,1.0,228,200.0,69,205,46.0,0,5.0
5,12,1.0,1,1.0,169,220.0,86,260,46.0,0,5.0
5,13,1.0,1,1.0,85,147.0,75,39,25.0,0,5.0
5,14,1.0,1,1.0,115,208.0,76,166,33.0,0,5.0
5,15,1.0,1,1.0,214,185.0,63,153,51.0,0,5.0
5,16,1.0,1,1.0,93,219.0,109,209,43.0,0,5.0
5,17,1.0,1,1.0,195,122.0,81,178,57.0,1,5.0
5,18,1.0,1,1.0,176,165.0,38,194,47.0,0,5.0
5,19,0.0,1,1.0,81,166.0,132,343,0.0,0,5.0
5,20,1.0,1,1.0,186,255.0,116,518,26.0,0,4.0
5,22,1.0,1,1.0,172,173.0,80,182,34.0,0,5.0
5,23,1.0,1,1.0,89,62.0,10,203,75.0,0,4.0
5,24,1.0,1,1.0,265,176.0,66,173,67.0,0,4.0
5,27,1.0,1,1.0,120,177.0,64,138,21.0,0,5.0
5,28,1.0,1,1.0,170,191.0,50,216,61.0,0,5.0
5,29,1.0,1,1.0,123,225.0,159,336,83.0,0,5.0
5,30,1.0,1,1.0,92,181.0,60,349,75.0,1,5.0
5,31,1.0,1,1.0,154,112.0,58,111,40.0,0,4.0
5,32,1.0,1,1.0,211,179.0,134,230,75.0,0,5.0
5,34,1.0,1,1.0,89,231.0,144,98,63.0,0,4.0
5,35,1.0,1,1.0,133,193.0,106,141,71.0,0,4.0
5,36,1.0,1,1.0,70,246.0,73,146,13.0,0,5.0
5,37,1.0,1,1.0,157,99.0,35,69,33.0,0,4.0
5,38,1.0,1,1.0,47,94.0,29,125,51.0,0,4.0
5,39,1.0,1,1.0,217,205.0,95,296,58.0,1,4.0
5,40,1.0,1,1.0,101,116.0,10,125,57.0,0,3.0
5,41,1.0,1,1.0,161,190.0,119,170,52.0,0,5.0
5,42,1.0,1,1.0,208,246.0,122,112,87.0,0,5.0
5,44,1.0,1,1.0,130,317.0,116,323,81.0,0,5.0
5,45,1.0,1,1.0,38,110.0,29,87,37.0,0,3.0
5,47,1.0,1,1.0,171,149.0,66,381,75.0,1,3.0
5,48,1.0,1,1.0,134,157.0,67,241,28.0,0,5.0
5,49,1.0,1,1.0,268,189.0,110,301,70.0,0,4.0
5,50,1.0,1,1.0,101,179.0,73,185,67.0,0,4.0
5,51,1.0,1,1.0,218,150.0,109,260,94.0,0,5.0
5,52,1.0,1,1.0,239,206.0,78,173,32.0,0,5.0
5,53,1.0,1,1.0,356,146.0,115,119,17.0,0,4.0
5,54,1.0,1,1.0,126,134.0,49,88,60.0,0,4.0
5,55,1.0,1,1.0,252,120.0,33,117,27.0,0,5.0
5,56,1.0,1,1.0,313,188.0,96,303,56.0,0,4.0
5,59,1.0,1,1.0,190,179.0,45,209,54.0,0,4.0
5,60,1.0,1,1.0,130,182.0,93,172,65.0,0,4.0
5,61,1.0,1,1.0,310,191.0,83,226,68.0,1,4.0
5,63,1.0,1,1.0,241,214.0,101,122,90.0,0,4.0
5,64,1.0,1,1.0,105,127.0,54,80,23.0,0,4.0
5,65,1.0,1,1.0,83,241.0,152,167,18.0,0,4.0
5,66,1.0,1,1.0,223,127.0,38,367,99.0,0,4.0
5,67,1.0,1,1.0,99,182.0,125,411,111.0,1,5.0
5,68,1.0,1,1.0,200,150.0,51,103,55.0,0,5.0
5,69,1.0,1,1.0,51,135.0,54,118,81.0,0,5.0
5,70,1.0,1,1.0,80,174.0,153,188,15.0,0,5.0
5,71,1.0,1,1.0,82,131.0,67,126,46.0,0,4.0
5,72,1.0,1,1.0,245,202.0,123,401,121.0,0,4.0
5,74,1.0,1,1.0,448,212.0,186,200,85.0,0,5.0
5,75,1.0,1,1.0,89,158.0,45,224,53.0,0,5.0
5,76,1.0,1,1.0,218,318.0,151,320,78.0,1,5.0
5,78,1.0,1,1.0,140,153.0,90,198,65.0,0,5.0
5,79,1.0,1,1.0,85,194.0,60,201,47.0,0,5.0
5,80,1.0,1,1.0,134,179.0,78,282,44.0,0,5.0
5,81,1.0,1,1.0,120,159.0,90,190,71.0,0,5.0
5,82,1.0,1,1.0,208,238.0,69,301,81.0,0,4.0
5,83,1.0,1,1.0,158,187.0,59,278,40.0,0,5.0
5,85,1.0,1,1.0,93,227.0,128,319,56.0,0,5.0
5,86,1.0,1,1.0,287,197.0,130,174,45.0,0,5.0
5,87,1.0,1,1.0,149,291.0,93,136,67.0,0,4.0
5,88,1.0,1,1.0,260,190.0,109,162,43.0,0,5.0
5,89,0.0,1,1.0,13,63.0,192,229,5.0,0,3.0
5,90,1.0,1,1.0,164,128.0,43,324,18.0,0,4.0
5,91,1.0,1,1.0,270,158.0,73,195,16.0,0,5.0
5,92,1.0,1,1.0,58,124.0,75,146,49.0,0,5.0
5,93,1.0,1,1.0,125,139.0,117,167,26.0,0,5.0
5,94,1.0,1,1.0,177,221.0,76,228,56.0,0,5.0
5,95,1.0,1,1.0,145,214.0,150,179,64.0,1,4.0
5,96,1.0,1,1.0,106,186.0,80,102,43.0,0,5.0
5,98,1.0,1,1.0,60,112.0,102,116,0.0,1,5.0
5,99,1.0,1,1.0,150,202.0,85,255,61.0,0,4.0
5,100,1.0,1,1.0,134,98.0,47,312,51.0,0,5.0
5,101,1.0,1,1.0,135,75.0,34,109,38.0,0,4.0
5,102,1.0,1,1.0,189,108.0,21,171,17.0,0,4.0
5,103,1.0,1,1.0,78,76.0,39,146,29.0,0,4.0
5,104,1.0,1,1.0,79,90.0,29,93,24.0,0,5.0
6,1,1.0,1,1.0,139,277.0,232,219,44.0,1,3.0
6,2,1.0,1,1.0,156,158.0,104,243,66.0,1,1.0
6,4,1.0,1,1.0,356,200.0,245,640,114.0,1,3.0
6,5,1.0,1,1.0,252,223.0,268,277,42.0,1,3.0
6,6,1.0,1,1.0,434,332.0,251,429,127.0,1,4.0
6,7,1.0,1,1.0,134,147.0,137,186,97.0,1,2.0
6,9,1.0,1,1.0,167,151.0,173,192,52.0,1,2.0
6,10,1.0,1,1.0,340,273.0,326,296,92.0,1,4.0
6,11,1.0,1,1.0,345,207.0,223,293,48.0,1,2.0
6,12,1.0,1,1.0,214,228.0,155,315,53.0,1,2.0
6,13,1.0,1,1.0,131,155.0,196,118,38.0,1,4.0
6,14,1.0,1,1.0,163,217.0,200,266,39.0,1,3.0
6,15,1.0,1,1.0,319,193.0,168,192,56.0,1,2.0
6,16,1.0,1,1.0,123,227.0,216,260,48.0,1,2.0
6,17,1.0,1,1.0,244,129.0,203,242,72.0,1,5.0
6,18,1.0,1,1.0,231,173.0,156,258,57.0,1,4.0
6,19,0.0,1,1.0,88,174.0,240,467,0.0,1,2.0
6,20,1.0,1,1.0,235,264.0,211,650,31.0,1,2.0
6,24,1.0,1,1.0,317,184.0,163,220,82.0,1,4.0
6,25,1.0,1,1.0,322,84.0,140,165,41.0,1,3.0
6,27,1.0,1,1.0,156,186.0,184,190,25.0,1,2.0
6,28,1.0,1,1.0,249,207.0,200,272,73.0,1,4.0
6,29,1.0,1,1.0,152,233.0,323,422,100.0,1,5.0
6,30,1.0,1,1.0,112,187.0,144,452,88.0,1,3.0
6,32,1.0,1,1.0,321,188.0,319,339,106.0,1,4.0
6,34,1.0,1,1.0,101,237.0,205,120,68.0,1,2.0
6,35,1.0,1,1.0,180,204.0,195,218,94.0,1,2.0
6,36,1.0,1,1.0,106,252.0,230,195,13.0,1,3.0
6,37,1.0,1,1.0,214,106.0,172,218,40.0,1,4.0
6,38,1.0,1,1.0,55,101.0,129,164,65.0,1,4.0
6,39,1.0,1,1.0,280,213.0,199,400,79.0,1,3.0
6,41,1.0,1,1.0,287,244.0,270,215,79.0,1,4.0
6,42,1.0,1,1.0,254,254.0,220,172,121.0,1,2.0
6,44,1.0,1,1.0,155,323.0,231,434,114.0,1,4.0
6,46,1.0,1,1.0,96,187.0,179,266,74.0,1,1.0
6,47,1.0,1,1.0,240,160.0,147,440,85.0,1,0.0
6,48,1.0,1,1.0,161,163.0,210,292,28.0,1,3.0
6,49,1.0,1,1.0,370,193.0,274,417,87.0,1,3.0
6,50,1.0,1,1.0,108,185.0,115,219,71.0,1,2.0
6,51,1.0,1,1.0,254,158.0,235,301,113.0,1,1.0
6,52,1.0,1,1.0,316,221.0,227,254,32.0,1,3.0
6,53,1.0,1,1.0,413,158.0,301,151,17.0,1,4.0
6,54,1.0,1,1.0,151,142.0,97,134,68.0,1,1.0
6,56,1.0,1,1.0,378,196.0,215,371,78.0,1,4.0
6,57,1.0,1,1.0,49,114.0,168,87,16.0,1,3.0
6,59,1.0,1,1.0,232,186.0,109,275,68.0,1,2.0
6,60,1.0,1,1.0,176,190.0,148,265,85.0,1,1.0
6,61,1.0,1,1.0,361,197.0,193,296,82.0,1,2.0
6,63,1.0,2,1.0,327,220.0,167,164,98.0,1,1.0
