session,student_Id,exercise,activity,start_time,end_time,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:16:10, 23.10.2014 12:16:12,0,0,0,2,0,289,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:16:14, 23.10.2014 12:28:20,69991990,19,0,1096,2,23337,525
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:28:21, 23.10.2014 12:28:22,0,0,0,2,0,140,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:28:23, 23.10.2014 12:28:23,0,0,0,2,0,82,0
3,2, Es_3_2, Blank, 23.10.2014 12:28:24, 23.10.2014 12:28:24,0,0,0,2,0,64,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:28:25, 23.10.2014 12:28:30,5382,6,0,4,0,250,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:28:31, 23.10.2014 12:30:22,3357543,2,0,26,4,2252,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:30:23, 23.10.2014 12:30:23,0,0,0,1,0,45,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:30:24, 23.10.2014 12:30:45,97232,0,0,9,0,693,0
3,2, Es_3_2, Other, 23.10.2014 12:30:46, 23.10.2014 12:30:46,0,0,0,2,0,25,0
3,2, Es_3_2, Blank, 23.10.2014 12:30:47, 23.10.2014 12:30:52,1824,0,0,2,0,187,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:30:53, 23.10.2014 12:33:13,1959476,0,0,98,0,4271,216
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:33:14, 23.10.2014 12:35:53,3153860,0,0,66,18,5123,2
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:35:54, 23.10.2014 12:40:30,11219811,21,0,202,0,7769,98
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:40:31, 23.10.2014 12:40:50,28531,0,0,8,0,1006,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:40:51, 23.10.2014 12:40:57,5664,0,0,2,0,206,0
3,2, Es_3_2, Blank, 23.10.2014 12:40:58, 23.10.2014 12:41:7,1145,0,0,2,0,787,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:41:8, 23.10.2014 12:41:11,218,0,0,4,0,248,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:41:12, 23.10.2014 12:41:42,37674,4,0,20,4,1854,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:41:43, 23.10.2014 12:42:15,449926,0,0,2,0,67,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:42:16, 23.10.2014 12:44:4,1264810,0,0,66,0,3823,61
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:44:5, 23.10.2014 12:44:13,1747,0,0,4,0,507,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:44:14, 23.10.2014 12:47:44,7470663,7,0,52,8,4480,171
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:47:45, 23.10.2014 12:53:35,26694514,0,0,118,30,9346,8
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:53:36, 23.10.2014 12:54:8,404309,0,0,4,0,215,0
3,2, Es_3_2, Blank, 23.10.2014 12:54:9, 23.10.2014 12:54:10,15,0,0,2,0,143,0
3,2, Es_3_2, Study_Es_3_2, 23.10.2014 12:54:11, 23.10.2014 12:54:11,0,0,0,2,0,44,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:54:12, 23.10.2014 12:54:13,0,0,0,2,0,145,0
3,2, Es_3_2, Blank, 23.10.2014 12:54:14, 23.10.2014 12:54:14,0,0,0,2,0,61,0
3,2, Es_3_2, Aulaweb, 23.10.2014 12:54:15, 23.10.2014 12:54:15,0,0,0,2,0,33,0
3,2, Es_3_2, Aulaweb, 23.10.2014 12:54:16, 23.10.2014 12:54:16,0,0,0,2,0,35,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 12:54:18, 23.10.2014 12:54:58,376708,110,0,4,0,799,0
3,2, Es_3_3, Aulaweb, 23.10.2014 12:54:59, 23.10.2014 12:55:16,117101,0,0,4,0,76,0
3,2, Es_3_3, Blank, 23.10.2014 12:55:17, 23.10.2014 12:55:17,0,0,0,1,0,92,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:55:18, 23.10.2014 12:56:33,2386047,0,0,15,0,936,4
3,2, Es_3_2, Blank, 23.10.2014 12:56:34, 23.10.2014 12:56:34,0,0,0,1,0,86,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:56:35, 23.10.2014 12:56:48,12948,0,0,7,0,867,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:56:49, 23.10.2014 12:56:52,48,0,0,4,0,363,0
3,2, Es_3_2, Other, 23.10.2014 12:56:53, 23.10.2014 12:56:53,0,0,0,2,0,99,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:56:54, 23.10.2014 12:56:54,0,0,0,2,0,86,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:56:55, 23.10.2014 12:56:56,62,0,0,2,0,193,0
3,2, Es_3_2, Blank, 23.10.2014 12:56:57, 23.10.2014 12:56:57,0,0,0,2,0,82,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 12:56:58, 23.10.2014 12:56:58,0,0,0,2,0,28,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:56:59, 23.10.2014 12:56:59,0,0,0,2,0,93,0
3,2, Es_3_2, Blank, 23.10.2014 12:57:0, 23.10.2014 12:57:3,359,0,0,2,0,266,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:57:4, 23.10.2014 12:57:9,48,0,0,4,0,368,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:57:10, 23.10.2014 12:59:3,2160116,1,0,60,22,3817,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 12:59:4, 23.10.2014 12:59:33,39894,60,0,14,2,909,139
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 12:59:34, 23.10.2014 12:59:44,11746,0,0,2,0,311,0
3,2, Es_3_2, Properties, 23.10.2014 12:59:45, 23.10.2014 12:59:45,0,0,0,2,0,55,0
3,2, Es_3_2, Diagram, 23.10.2014 12:59:46, 23.10.2014 12:59:48,0,0,0,3,0,190,0
3,2, Es_3_2, Diagram, 23.10.2014 12:59:49, 23.10.2014 12:59:49,0,0,0,3,0,54,0
3,2, Es_3_2, Diagram, 23.10.2014 12:59:50, 23.10.2014 13:0:28,616663,1,0,4,0,168,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:0:29, 23.10.2014 13:0:31,374,0,0,4,0,231,0
3,2, Es_3_2, Diagram, 23.10.2014 13:0:32, 23.10.2014 13:0:32,0,0,0,2,0,93,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:0:33, 23.10.2014 13:0:46,17590,1,0,4,0,639,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:0:47, 23.10.2014 13:0:58,4930,75,0,6,0,758,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:0:59, 23.10.2014 13:1:44,493859,0,0,20,0,1147,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:1:45, 23.10.2014 13:2:33,820023,64,0,6,0,1052,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:2:34, 23.10.2014 13:2:41,11464,0,0,6,0,211,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:2:42, 23.10.2014 13:2:46,344,0,0,2,0,237,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:2:47, 23.10.2014 13:5:33,8496931,0,0,38,0,1315,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:5:35, 23.10.2014 13:7:12,4206808,0,0,4,0,692,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:7:14, 23.10.2014 13:9:7,2252980,0,0,46,0,3330,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:9:8, 23.10.2014 13:13:9,25676216,2,0,10,0,1242,10
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:13:10, 23.10.2014 13:14:57,3399173,0,0,42,0,2533,4
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:14:58, 23.10.2014 13:15:3,765,0,0,4,0,353,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:15:4, 23.10.2014 13:16:13,1950107,0,0,16,0,647,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:16:14, 23.10.2014 13:16:22,5613,73,0,2,0,358,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:16:23, 23.10.2014 13:18:45,4522021,10,0,78,0,3108,10
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:18:46, 23.10.2014 13:18:55,1582,18,0,10,4,383,2
3,2, Es_3_2, Diagram, 23.10.2014 13:18:56, 23.10.2014 13:18:58,32,0,0,6,0,216,0
3,2, Es_3_2, Diagram, 23.10.2014 13:18:59, 23.10.2014 13:18:59,0,0,0,2,0,78,0
3,2, Es_3_2, Diagram, 23.10.2014 13:19:0, 23.10.2014 13:19:3,250,0,0,6,0,263,0
3,2, Es_3_2, TextEditor_Es_3_2, 23.10.2014 13:19:5, 23.10.2014 13:19:11,216,13,0,6,2,506,0
3,2, Es_3_2, Diagram, 23.10.2014 13:19:12, 23.10.2014 13:19:12,0,0,0,2,0,89,0
3,2, Es_3_2, Deeds_Es_3_2, 23.10.2014 13:19:13, 23.10.2014 13:19:13,0,0,0,2,0,103,0
3,2, Es_3_2, Aulaweb, 23.10.2014 13:19:14, 23.10.2014 13:19:14,0,0,0,2,0,81,0
3,2, Es_3_2, Blank, 23.10.2014 13:19:15, 23.10.2014 13:19:16,218,0,0,2,0,165,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:19:17, 23.10.2014 13:19:20,16,9,0,4,0,287,0
3,2, Es_3_3, Other, 23.10.2014 13:19:21, 23.10.2014 13:19:21,0,0,0,2,0,53,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:19:22, 23.10.2014 13:19:24,30,0,0,2,0,202,0
3,2, Es_3_3, Other, 23.10.2014 13:19:25, 23.10.2014 13:19:26,0,0,0,2,0,124,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:19:27, 23.10.2014 13:19:29,0,0,0,4,0,128,0
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:19:30, 23.10.2014 13:30:59,58922073,220,0,864,0,20112,856
3,2, Es_3_3, Other, 23.10.2014 13:31:1, 23.10.2014 13:31:1,0,0,0,2,0,62,0
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:31:2, 23.10.2014 13:32:44,2308825,32,0,14,0,695,253
3,2, Es_3_3, Blank, 23.10.2014 13:32:45, 23.10.2014 13:32:45,0,0,0,2,0,58,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:32:46, 23.10.2014 13:32:47,16,0,0,4,0,139,0
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:32:48, 23.10.2014 13:32:49,32,0,0,2,0,130,0
3,2, Es_3_3, Blank, 23.10.2014 13:32:50, 23.10.2014 13:32:50,0,0,0,2,0,51,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:32:51, 23.10.2014 13:32:52,0,0,0,2,0,184,0
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:32:53, 23.10.2014 13:33:41,302636,0,0,20,0,1990,2
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:33:42, 23.10.2014 13:33:44,62,0,0,2,0,140,4
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:33:45, 23.10.2014 13:33:55,4710,0,0,10,0,437,4
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:33:56, 23.10.2014 13:33:57,0,8,0,2,0,36,0
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:33:58, 23.10.2014 13:35:35,755500,0,0,62,22,4341,2
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:35:37, 23.10.2014 13:36:1,185166,10,0,4,0,296,0
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:36:2, 23.10.2014 13:40:47,12978888,0,0,214,52,9903,18
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:40:48, 23.10.2014 13:41:26,26417,89,0,24,2,1336,121
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:41:27, 23.10.2014 13:41:28,62,0,0,4,0,170,0
3,2, Es_3_3, Properties, 23.10.2014 13:41:29, 23.10.2014 13:41:29,0,0,0,1,0,97,0
3,2, Es_3_3, Diagram, 23.10.2014 13:41:30, 23.10.2014 13:41:30,0,0,0,1,0,64,0
3,2, Es_3_3, Diagram, 23.10.2014 13:41:31, 23.10.2014 13:41:32,0,0,0,6,0,144,0
3,2, Es_3_3, Diagram, 23.10.2014 13:41:33, 23.10.2014 13:41:35,124,0,0,6,0,212,0
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:41:36, 23.10.2014 13:41:45,8560,3,0,4,0,568,0
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:41:46, 23.10.2014 13:41:49,4119,7,0,2,0,101,0
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:41:50, 23.10.2014 13:41:56,5819,0,0,2,0,141,0
3,2, Es_3_3, TextEditor_Es_3_3, 23.10.2014 13:41:57, 23.10.2014 13:42:34,44350,115,0,22,2,1566,78
3,2, Es_3_3, Deeds_Es_3_3, 23.10.2014 13:42:35, 23.10.2014 13:42:36,15,0,0,2,0,185,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:42:37, 23.10.2014 13:42:37,0,0,0,2,0,74,0
3,2, Es_3_3, Blank, 23.10.2014 13:42:38, 23.10.2014 13:42:38,0,0,0,2,0,80,0
3,2, Es_3_3, Study_Es_3_3, 23.10.2014 13:42:39, 23.10.2014 13:42:40,32,0,0,3,0,156,0
3,2, Es_3_3, Aulaweb, 23.10.2014 13:42:41, 23.10.2014 13:42:41,0,0,0,1,0,94,0
3,2, Es_3_3, Blank, 23.10.2014 13:42:42, 23.10.2014 13:42:42,0,0,0,4,0,54,0
3,2, Es_3_3, Aulaweb, 23.10.2014 13:42:43, 23.10.2014 13:42:44,47,0,0,4,0,121,0
3,2, Es_3_3, Aulaweb, 23.10.2014 13:42:45, 23.10.2014 13:42:46,1014,0,0,0,0,7,0
3,2, Es_3_4, Study_Es_3_4, 23.10.2014 13:42:47, 23.10.2014 13:43:10,126784,26,0,6,0,362,0
