session,student_Id,exercise,activity,start_time,end_time,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:49:54, 16.10.2014 11:50:6,27631,0,0,8,0,751,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:50:7, 16.10.2014 11:50:28,64916,0,0,6,0,89,132
2,1, Es_2_1, Blank, 16.10.2014 11:50:29, 16.10.2014 11:50:29,0,0,0,1,0,81,0
2,1, Es_2_1, Other, 16.10.2014 11:50:30, 16.10.2014 11:50:31,0,0,0,1,0,220,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:50:32, 16.10.2014 11:50:40,2749,0,0,6,0,437,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:50:41, 16.10.2014 11:50:42,0,0,0,2,0,166,0
2,1, Es_2_1, Other, 16.10.2014 11:50:43, 16.10.2014 11:50:44,234,0,0,2,0,125,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:50:45, 16.10.2014 11:50:51,218,0,0,4,0,451,6
2,1, Es_2_1, Other, 16.10.2014 11:50:52, 16.10.2014 11:50:53,16,0,0,2,0,197,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:50:54, 16.10.2014 11:50:54,0,0,0,1,0,98,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:50:55, 16.10.2014 11:51:0,202,24,0,5,0,504,0
2,1, Es_2_1, Blank, 16.10.2014 11:51:1, 16.10.2014 11:51:1,0,0,0,2,0,58,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:51:3, 16.10.2014 11:51:41,71915,60,0,28,0,1774,60
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:51:42, 16.10.2014 11:51:42,0,0,0,2,0,32,0
2,1, Es_2_1, Blank, 16.10.2014 11:51:43, 16.10.2014 11:51:43,0,0,0,2,0,99,0
2,1, Es_2_1, Other, 16.10.2014 11:51:44, 16.10.2014 11:51:47,93,5,0,6,0,304,0
2,1, Es_2_1, Other, 16.10.2014 11:51:48, 16.10.2014 11:51:49,110,0,0,4,0,110,0
2,1, Es_2_1, TextEditor, 16.10.2014 11:51:50, 16.10.2014 11:51:50,0,0,0,4,0,35,0
2,1, Es_2_1, TextEditor_Es_2_1, 16.10.2014 11:51:51, 16.10.2014 11:51:54,0,28,0,0,0,123,0
2,1, Es_2_1, Other, 16.10.2014 11:51:55, 16.10.2014 11:51:58,702,0,0,6,0,368,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:51:59, 16.10.2014 11:52:5,609,0,0,4,0,539,0
2,1, Es_2_1, Study_Es_2_1, 16.10.2014 11:52:6, 16.10.2014 11:52:6,0,0,0,2,0,51,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:52:7, 16.10.2014 11:52:8,0,0,0,2,0,216,0
2,1, Es_2_1, Aulaweb, 16.10.2014 11:52:9, 16.10.2014 11:52:11,32,0,0,5,0,143,0
2,1, Es_2_1, Other, 16.10.2014 11:52:12, 16.10.2014 11:52:16,4692,0,0,5,0,277,0
2,1, Es_2_1, Other, 16.10.2014 11:52:17, 16.10.2014 11:52:19,220,0,0,2,0,203,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:52:20, 16.10.2014 11:52:21,93,0,0,2,0,204,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:52:22, 16.10.2014 11:52:30,3806,0,0,6,0,673,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:52:31, 16.10.2014 11:52:31,0,0,0,2,0,99,0
2,1, Es_2_2, Blank, 16.10.2014 11:52:32, 16.10.2014 11:52:34,32,0,0,4,0,225,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:52:35, 16.10.2014 11:52:35,0,0,0,2,0,26,0
2,1, Es_2_2, Blank, 16.10.2014 11:52:36, 16.10.2014 11:52:37,0,0,0,2,0,125,0
2,1, Es_2_2, Other, 16.10.2014 11:52:38, 16.10.2014 11:52:39,32,0,0,2,0,146,0
2,1, Es_2_1, Deeds_Es_2_1, 16.10.2014 11:52:40, 16.10.2014 11:52:46,452,0,0,4,0,304,0
2,1, Es_2_1, Other, 16.10.2014 11:52:47, 16.10.2014 11:52:50,0,0,0,4,0,384,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:52:51, 16.10.2014 11:52:53,30,0,0,4,0,237,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:52:54, 16.10.2014 11:52:56,62,0,0,8,0,183,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:52:57, 16.10.2014 11:53:2,265,0,0,4,0,464,0
2,1, Es_2_2, Blank, 16.10.2014 11:53:3, 16.10.2014 11:53:4,0,0,0,4,0,164,0
2,1, Es_2_2, Other, 16.10.2014 11:53:5, 16.10.2014 11:53:5,0,0,0,2,0,84,0
2,1, Es_2_2, Blank, 16.10.2014 11:53:6, 16.10.2014 11:53:6,0,0,0,4,0,25,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:53:7, 16.10.2014 11:53:8,15,0,0,0,0,169,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:53:9, 16.10.2014 11:53:39,62376,9,0,18,0,1170,70
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:53:40, 16.10.2014 11:53:46,9501,0,0,2,0,297,0
2,1, Es_2_2, Other, 16.10.2014 11:53:47, 16.10.2014 11:53:49,344,6,0,3,0,191,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:53:50, 16.10.2014 11:53:50,0,0,0,3,0,94,0
2,1, Es_2_2, Other, 16.10.2014 11:53:51, 16.10.2014 11:53:51,0,0,0,2,0,86,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:53:52, 16.10.2014 11:53:52,0,0,0,2,0,61,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:53:53, 16.10.2014 11:54:6,13995,0,0,2,0,537,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:54:8, 16.10.2014 11:54:11,2433,0,0,2,0,124,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:54:12, 16.10.2014 11:54:12,0,0,0,2,0,21,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:54:13, 16.10.2014 11:54:14,0,0,0,0,0,162,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 11:54:15, 16.10.2014 11:57:26,15935694,9,0,4,0,1642,0
2,1, Es_2_2, Blank, 16.10.2014 11:57:27, 16.10.2014 11:57:27,0,0,0,2,0,79,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:57:28, 16.10.2014 11:57:34,135,0,0,8,0,513,0
2,1, Es_2_2, Blank, 16.10.2014 11:57:35, 16.10.2014 11:57:35,0,0,0,2,0,71,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:57:36, 16.10.2014 11:57:37,0,0,0,3,0,138,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:57:38, 16.10.2014 11:58:17,196289,0,0,37,0,2192,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:58:18, 16.10.2014 11:58:30,9249,2,0,8,0,695,6
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:58:31, 16.10.2014 11:58:36,0,0,0,6,0,534,2
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:58:37, 16.10.2014 11:58:43,2123,0,0,8,0,297,10
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:58:44, 16.10.2014 11:58:47,32,0,0,4,0,231,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:58:48, 16.10.2014 11:58:57,7095,0,0,8,0,398,10
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:58:58, 16.10.2014 11:58:59,16,0,0,4,0,150,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:59:0, 16.10.2014 11:59:7,2838,0,0,8,0,419,10
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 11:59:8, 16.10.2014 11:59:9,0,0,0,2,0,165,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 11:59:10, 16.10.2014 12:1:45,9389764,0,0,14,0,1326,8
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:1:46, 16.10.2014 12:2:32,66046,0,0,40,12,2289,0
2,1, Es_2_2, Properties, 16.10.2014 12:2:33, 16.10.2014 12:2:35,156,0,0,2,0,155,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:2:36, 16.10.2014 12:3:55,485108,0,0,62,10,3459,6
2,1, Es_2_2, Properties, 16.10.2014 12:3:56, 16.10.2014 12:3:57,32,0,0,2,0,107,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:3:58, 16.10.2014 12:4:15,13023,0,0,22,0,1116,14
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:4:16, 16.10.2014 12:4:27,909,3,0,8,0,835,4
2,1, Es_2_2, Blank, 16.10.2014 12:4:28, 16.10.2014 12:4:29,47,0,0,2,0,142,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:4:30, 16.10.2014 12:4:42,10236,0,0,6,0,459,0
2,1, Es_2_2, Diagram, 16.10.2014 12:4:43, 16.10.2014 12:6:16,1485275,0,0,22,2,4210,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:6:17, 16.10.2014 12:6:18,0,0,0,2,0,110,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:6:19, 16.10.2014 12:6:19,0,0,0,2,0,71,0
2,1, Es_2_2, Diagram, 16.10.2014 12:6:20, 16.10.2014 12:6:38,8258,0,0,28,0,729,0
2,1, Es_2_2, Properties, 16.10.2014 12:6:39, 16.10.2014 12:6:40,328,0,0,2,0,79,0
2,1, Es_2_2, Diagram, 16.10.2014 12:6:41, 16.10.2014 12:6:53,49374,0,0,2,0,238,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:6:54, 16.10.2014 12:6:56,30,10,0,2,0,125,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:6:57, 16.10.2014 12:6:59,96,0,0,2,0,249,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:7:0, 16.10.2014 12:7:2,0,0,0,2,0,204,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:7:3, 16.10.2014 12:7:4,125,0,0,2,0,27,0
2,1, Es_2_2, Diagram, 16.10.2014 12:7:5, 16.10.2014 12:7:9,671,0,0,6,0,247,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:7:10, 16.10.2014 12:7:18,14260,0,0,2,0,248,4
2,1, Es_2_2, Blank, 16.10.2014 12:7:19, 16.10.2014 12:7:20,0,0,0,2,2,156,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:7:21, 16.10.2014 12:7:21,0,0,0,2,0,44,0
2,1, Es_2_2, Other, 16.10.2014 12:7:22, 16.10.2014 12:7:24,0,0,0,6,0,300,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:7:25, 16.10.2014 12:7:55,31321,19,0,18,0,1575,38
2,1, Es_2_2, Blank, 16.10.2014 12:7:56, 16.10.2014 12:7:56,0,0,0,2,0,48,0
2,1, Es_2_2, Diagram, 16.10.2014 12:7:57, 16.10.2014 12:8:7,8634,0,0,4,0,450,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:8:8, 16.10.2014 12:8:9,15,0,0,4,0,38,0
2,1, Es_2_2, Diagram, 16.10.2014 12:8:10, 16.10.2014 12:8:23,17452,0,0,4,0,709,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:8:24, 16.10.2014 12:8:42,9973,0,0,4,0,957,8
2,1, Es_2_2, Blank, 16.10.2014 12:8:43, 16.10.2014 12:8:50,7056,0,0,3,0,268,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:8:51, 16.10.2014 12:9:1,5250,0,0,7,0,510,0
2,1, Es_2_2, Diagram, 16.10.2014 12:9:2, 16.10.2014 12:9:6,60,0,0,3,0,392,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:9:7, 16.10.2014 12:9:7,0,0,0,2,0,106,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:9:8, 16.10.2014 12:9:33,27376,17,0,5,0,1427,8
2,1, Es_2_2, Blank, 16.10.2014 12:9:34, 16.10.2014 12:9:34,0,0,0,2,0,83,0
2,1, Es_2_2, Diagram, 16.10.2014 12:9:35, 16.10.2014 12:9:36,15,0,0,2,0,166,0
2,1, Es_2_2, Properties, 16.10.2014 12:9:37, 16.10.2014 12:9:41,247,0,0,2,0,173,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:9:42, 16.10.2014 12:9:44,126,0,0,2,0,94,5
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:9:45, 16.10.2014 12:9:59,1631,24,0,4,0,708,5
2,1, Es_2_2, Blank, 16.10.2014 12:10:0, 16.10.2014 12:10:2,188,0,0,4,0,148,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:10:3, 16.10.2014 12:10:4,0,0,0,2,0,151,0
2,1, Es_2_2, Diagram, 16.10.2014 12:10:5, 16.10.2014 12:10:7,0,0,0,2,0,250,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:10:8, 16.10.2014 12:10:20,5988,13,0,10,0,1081,0
2,1, Es_2_2, Diagram, 16.10.2014 12:10:21, 16.10.2014 12:10:32,7987,0,0,6,0,665,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:10:33, 16.10.2014 12:10:37,406,0,0,4,0,296,0
2,1, Es_2_2, Diagram, 16.10.2014 12:10:38, 16.10.2014 12:11:34,227393,0,0,50,0,2176,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:11:35, 16.10.2014 12:11:35,0,0,0,2,0,78,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:11:36, 16.10.2014 12:11:57,17090,24,0,18,0,1181,10
2,1, Es_2_2, Blank, 16.10.2014 12:11:58, 16.10.2014 12:12:1,143,0,0,2,0,215,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:12:2, 16.10.2014 12:12:6,658,0,0,2,0,256,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:12:7, 16.10.2014 12:12:8,15,0,0,2,0,95,0
2,1, Es_2_2, Aulaweb, 16.10.2014 12:12:9, 16.10.2014 12:12:9,0,0,0,4,0,50,0
2,1, Es_2_2, Blank, 16.10.2014 12:12:10, 16.10.2014 12:12:10,0,0,0,2,0,59,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:12:11, 16.10.2014 12:12:16,7675,1,0,2,0,295,0
2,1, Es_2_2, Other, 16.10.2014 12:12:17, 16.10.2014 12:12:25,150,0,0,4,0,676,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:12:26, 16.10.2014 12:12:26,0,0,0,2,0,0,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:12:27, 16.10.2014 12:12:28,94,0,0,0,0,86,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:12:29, 16.10.2014 12:12:29,0,0,0,2,0,72,0
2,1, Es_2_2, Other, 16.10.2014 12:12:30, 16.10.2014 12:12:34,1249,2,0,2,0,202,0
2,1, Es_2_2, TextEditor, 16.10.2014 12:12:35, 16.10.2014 12:12:36,15,0,0,4,0,192,0
2,1, Es_2_2, Other, 16.10.2014 12:12:37, 16.10.2014 12:12:40,93,6,0,2,0,258,0
2,1, Es_2_2, Other, 16.10.2014 12:12:41, 16.10.2014 12:12:47,858,0,0,2,0,394,0
2,1, Es_2_2, Diagram, 16.10.2014 12:12:48, 16.10.2014 12:12:49,62,0,0,2,0,124,0
2,1, Es_2_2, Properties, 16.10.2014 12:12:50, 16.10.2014 12:12:53,514,0,0,2,0,231,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:12:54, 16.10.2014 12:12:57,0,0,0,6,0,246,0
2,1, Es_2_2, Other, 16.10.2014 12:12:58, 16.10.2014 12:13:6,1899,0,0,14,0,509,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:13:7, 16.10.2014 12:13:9,0,0,0,2,0,180,0
2,1, Es_2_2, TextEditor_Es_2_2, 16.10.2014 12:13:10, 16.10.2014 12:13:15,0,0,0,4,0,420,0
2,1, Es_2_2, Blank, 16.10.2014 12:13:16, 16.10.2014 12:13:19,250,0,0,2,0,248,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:13:20, 16.10.2014 12:13:23,218,0,0,4,0,303,0
2,1, Es_2_2, Blank, 16.10.2014 12:13:24, 16.10.2014 12:13:24,0,0,0,2,0,92,0
2,1, Es_2_2, Aulaweb, 16.10.2014 12:13:25, 16.10.2014 12:13:25,0,0,0,2,0,81,0
2,1, Es_2_2, Blank, 16.10.2014 12:13:26, 16.10.2014 12:13:26,0,0,0,2,0,105,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:13:27, 16.10.2014 12:13:29,0,5,0,4,0,267,0
2,1, Es_2_2, Other, 16.10.2014 12:13:30, 16.10.2014 12:13:31,15,0,0,4,0,141,0
2,1, Es_2_2, Other, 16.10.2014 12:13:32, 16.10.2014 12:13:34,0,1,0,7,0,210,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:13:35, 16.10.2014 12:13:37,0,0,0,4,0,225,0
2,1, Es_2_2, Blank, 16.10.2014 12:13:38, 16.10.2014 12:13:38,0,0,0,2,0,73,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:13:39, 16.10.2014 12:13:40,0,0,0,3,0,155,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:13:41, 16.10.2014 12:13:46,31,0,0,6,0,441,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:13:47, 16.10.2014 12:13:50,0,0,0,4,0,390,0
2,1, Es_2_2, Study_Es_2_2, 16.10.2014 12:13:51, 16.10.2014 12:15:8,2340692,0,0,4,0,845,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:15:9, 16.10.2014 12:18:31,8678228,0,0,152,30,8319,14
2,1, Es_2_2, Properties, 16.10.2014 12:18:32, 16.10.2014 12:18:34,0,0,0,2,0,221,0
2,1, Es_2_2, Deeds_Es_2_2, 16.10.2014 12:18:35, 16.10.2014 12:18:47,2653,0,0,26,0,690,0
