session,student_Id,exercise,activity,start_time,end_time,idle_time,mouse_wheel,mouse_wheel_click,mouse_click_left,mouse_click_right,mouse_movement,keystroke
4,1, Es_4_5, Diagram, 13.11.2014 11:41:3, 13.11.2014 11:41:10,1374,0,0,2,0,628,0
4,1, Es_4_5, Deeds_Es_4_5, 13.11.2014 11:41:11, 13.11.2014 11:41:12,0,0,0,2,0,186,0
4,1, Es_4_5, Diagram, 13.11.2014 11:41:13, 13.11.2014 11:41:14,0,0,0,4,0,140,0
4,1, Es_4_5, Diagram, 13.11.2014 11:41:15, 13.11.2014 11:41:15,0,0,0,2,0,72,0
4,1, Es_4_5, Diagram, 13.11.2014 11:41:16, 13.11.2014 11:41:29,11351,0,0,20,0,557,0
4,1, Es_4_5, TextEditor_Es_4_5, 13.11.2014 11:41:30, 13.11.2014 11:41:54,57117,8,0,4,0,627,4
4,1, Es_4_5, Diagram, 13.11.2014 11:41:55, 13.11.2014 11:42:51,1375557,0,0,2,0,229,0
4,1, Es_4_5, Blank, 13.11.2014 11:42:52, 13.11.2014 11:42:54,32,0,0,4,0,233,0
4,1, Es_4_4, Study_Es_4_4, 13.11.2014 11:42:55, 13.11.2014 11:42:58,406,13,0,2,0,183,0
4,1, Es_4_4, Diagram, 13.11.2014 11:42:59, 13.11.2014 11:43:1,0,0,0,2,0,252,0
4,1, Es_4_4, Aulaweb, 13.11.2014 11:43:2, 13.11.2014 11:43:2,0,0,0,2,0,52,0
4,1, Es_4_5, Study_Es_4_5, 13.11.2014 11:43:3, 13.11.2014 11:45:33,6223409,64,0,6,0,1567,0
4,1, Es_4_5, Blank, 13.11.2014 11:45:34, 13.11.2014 11:45:38,2652,0,0,4,0,208,0
4,1, Es_4_5, Diagram, 13.11.2014 11:45:39, 13.11.2014 11:45:57,36154,0,0,10,0,629,0
4,1, Es_4_5, Study_Es_4_5, 13.11.2014 11:45:58, 13.11.2014 11:45:59,0,0,0,2,0,73,0
4,1, Es_4_5, Diagram, 13.11.2014 11:46:0, 13.11.2014 11:46:3,141,0,0,6,0,288,0
4,1, Es_4_5, Fsm_Related, 13.11.2014 11:46:4, 13.11.2014 11:46:4,0,0,0,1,0,76,0
4,1, Es_4_5, Diagram, 13.11.2014 11:46:5, 13.11.2014 11:46:16,22016,0,0,1,0,274,0
4,1, Es_4_5, Study_Es_4_5, 13.11.2014 11:46:17, 13.11.2014 11:46:24,7457,4,0,2,0,150,0
4,1, Es_4_5, Diagram, 13.11.2014 11:46:25, 13.11.2014 11:47:27,562845,2,0,8,0,1064,0
4,1, Es_4_5, Study_Es_4_5, 13.11.2014 11:47:28, 13.11.2014 11:47:47,24762,4,0,2,0,534,0
4,1, Es_4_5, Diagram, 13.11.2014 11:47:48, 13.11.2014 11:48:1,10260,0,0,2,0,575,0
4,1, Es_4_5, Study_Es_4_5, 13.11.2014 11:48:2, 13.11.2014 11:48:11,3514,3,0,4,0,667,0
4,1, Es_4_5, Diagram, 13.11.2014 11:48:12, 13.11.2014 11:49:18,1524817,0,0,2,0,1331,0
4,1, Es_4_5, TextEditor_Es_4_5, 13.11.2014 11:49:19, 13.11.2014 11:49:35,9062,2,0,4,0,764,0
4,1, Es_4_5, Deeds_Es_4_5, 13.11.2014 11:49:36, 13.11.2014 11:50:52,740765,6,0,2,0,2454,0
4,1, Es_4_5, Diagram, 13.11.2014 11:50:53, 13.11.2014 11:56:40,23458660,5,0,102,4,9556,2
4,1, Es_4_5, Properties, 13.11.2014 11:56:41, 13.11.2014 11:56:42,0,0,0,2,0,91,0
4,1, Es_4_5, Diagram, 13.11.2014 11:56:43, 13.11.2014 11:56:44,16,0,0,3,0,134,0
4,1, Es_4_5, Diagram, 13.11.2014 11:56:45, 13.11.2014 11:56:45,0,0,0,3,0,99,0
4,1, Es_4_5, Properties, 13.11.2014 11:56:46, 13.11.2014 11:56:46,0,0,0,2,0,68,0
4,1, Es_4_5, Diagram, 13.11.2014 11:56:47, 13.11.2014 11:56:49,0,0,0,4,0,148,0
4,1, Es_4_5, Diagram, 13.11.2014 11:56:50, 13.11.2014 11:56:50,0,0,0,2,0,91,0
4,1, Es_4_5, Diagram, 13.11.2014 11:56:51, 13.11.2014 11:56:55,498,0,0,4,0,314,0
4,1, Es_4_5, Properties, 13.11.2014 11:56:56, 13.11.2014 11:57:9,12232,13,0,6,0,383,0
4,1, Es_4_5, Diagram, 13.11.2014 11:57:10, 13.11.2014 11:57:16,3262,0,0,14,0,256,0
4,1, Es_4_5, Properties, 13.11.2014 11:57:17, 13.11.2014 11:57:19,280,0,0,2,0,129,0
4,1, Es_4_5, Deeds_Es_4_5, 13.11.2014 11:57:20, 13.11.2014 11:57:39,64145,0,0,2,0,556,0
4,1, Es_4_5, Properties, 13.11.2014 11:57:40, 13.11.2014 11:57:50,16841,0,0,2,0,220,0
4,1, Es_4_5, Deeds_Es_4_5, 13.11.2014 11:57:51, 13.11.2014 11:57:57,10775,0,0,2,0,246,0
4,1, Es_4_5, Properties, 13.11.2014 11:57:58, 13.11.2014 11:57:59,15,0,0,2,0,161,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:0, 13.11.2014 11:58:1,0,0,0,4,0,134,0
4,1, Es_4_5, Properties, 13.11.2014 11:58:2, 13.11.2014 11:58:23,17146,72,0,5,0,644,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:24, 13.11.2014 11:58:27,281,0,0,23,0,162,0
4,1, Es_4_5, Properties, 13.11.2014 11:58:28, 13.11.2014 11:58:29,32,0,0,6,0,150,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:30, 13.11.2014 11:58:31,0,0,0,4,0,144,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:32, 13.11.2014 11:58:33,0,0,0,2,0,183,0
4,1, Es_4_5, Properties, 13.11.2014 11:58:34, 13.11.2014 11:58:53,144096,0,0,2,0,121,0
4,1, Es_4_5, Deeds_Es_4_5, 13.11.2014 11:58:54, 13.11.2014 11:58:55,0,0,0,2,0,149,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:56, 13.11.2014 11:58:56,0,0,0,2,0,84,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:57, 13.11.2014 11:58:57,0,0,0,4,0,80,0
4,1, Es_4_5, Diagram, 13.11.2014 11:58:58, 13.11.2014 11:59:0,0,0,0,4,0,215,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:1, 13.11.2014 11:59:7,2805,19,0,4,0,299,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:8, 13.11.2014 11:59:25,29450,0,0,20,0,743,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:26, 13.11.2014 11:59:26,0,0,0,2,0,80,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:27, 13.11.2014 11:59:33,2093,0,0,4,0,231,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:34, 13.11.2014 11:59:34,0,0,0,2,0,64,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:35, 13.11.2014 11:59:37,64,0,0,4,0,251,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:38, 13.11.2014 11:59:39,0,0,0,4,0,150,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:40, 13.11.2014 11:59:41,0,0,0,4,0,145,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:42, 13.11.2014 11:59:42,0,0,0,2,0,100,0
4,1, Es_4_5, Deeds_Es_4_5, 13.11.2014 11:59:43, 13.11.2014 11:59:43,0,0,0,2,0,89,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:44, 13.11.2014 11:59:45,16,0,0,2,0,194,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:46, 13.11.2014 11:59:47,0,0,0,4,0,154,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:48, 13.11.2014 11:59:48,0,0,0,4,0,74,0
4,1, Es_4_5, Diagram, 13.11.2014 11:59:49, 13.11.2014 11:59:51,62,0,0,4,0,162,0
4,1, Es_4_5, Properties, 13.11.2014 11:59:52, 13.11.2014 12:0:6,29368,0,0,8,0,231,0
